elegans_gene_id,prot_length,file,elegans_gene_id,Your Input,Public Name
K10B3.6,659,1700.fa,K10B3.6,K10B3.6,gpcp-1
T05C12.11,176,1701.fa,T05C12.11,T05C12.11,T05C12.11
F52F10.2,505,1702.fa,F52F10.2,F52F10.2,F52F10.2
T07D4.2,349,1703.fa,T07D4.2,T07D4.2,T07D4.2
F48A11.4,151,1704.fa,F48A11.4,F48A11.4,F48A11.4
F37B12.2,638,1705.fa,F37B12.2,F37B12.2,gcs-1
B0272.4,255,1706.fa,B0272.4,B0272.4,B0272.4
C53B7.1,480,1707.fa,C53B7.1,C53B7.1,rig-3
C14A11.6,395,1708.fa,C14A11.6,C14A11.6,C14A11.6
F52D1.1,902,1709.fa,F52D1.1,F52D1.1,aagr-4
T05E11.2,182,170.fa,T05E11.2,T05E11.2,clc-9
R12B2.2,129,1710.fa,R12B2.2,R12B2.2,R12B2.2
F45F2.10,758,1711.fa,F45F2.10,F45F2.10,F45F2.10
C50F4.1,302,1712.fa,C50F4.1,C50F4.1,C50F4.1
W02B3.2,203,1713.fa,W02B3.2,W02B3.2,grk-2
R05D7.4,159,1714.fa,R05D7.4,R05D7.4,abhd-11.2
B0464.4,405,1715.fa,B0464.4,B0464.4,bre-3
C09H10.8,143,1716.fa,C09H10.8,C09H10.8,glb-4
B0546.2,186,1717.fa,B0546.2,B0546.2,otub-4
ZK669.5,150,1718.fa,ZK669.5,ZK669.5,ZK669.5
K04G2.7,13,1719.fa,K04G2.7,K04G2.7,K04G2.7
T21F2.1,369,171.fa,T21F2.1,T21F2.1,lgc-53
AH9.1,338,1720.fa,AH9.1,AH9.1,AH9.1
F59A2.1,718,1721.fa,F59A2.1,F59A2.1,npp-9
F35G8.1,224,1722.fa,F35G8.1,F35G8.1,npr-7
T01C3.1,617,1723.fa,T01C3.1,T01C3.1,cdt-2
B0403.4,436,1724.fa,B0403.4,B0403.4,pdi-6
R12A1.3,271,1725.fa,R12A1.3,R12A1.3,R12A1.3
F40F9.10,247,1726.fa,F40F9.10,F40F9.10,F40F9.10
F20G2.6,83,1727.fa,F20G2.6,F20G2.6,F20G2.6
C13C4.5,479,1728.fa,C13C4.5,C13C4.5,spin-1
M02B7.4,161,1729.fa,M02B7.4,M02B7.4,algn-14
F14B8.3,181,172.fa,F14B8.3,F14B8.3,pes-23
ZK470.2,168,1730.fa,ZK470.2,ZK470.2,ZK470.2
K09A9.1,578,1731.fa,K09A9.1,K09A9.1,nipi-3
Y110A7A.4,309,1732.fa,Y110A7A.4,Y110A7A.4,tyms-1
Y55H10A.1,329,1733.fa,Y55H10A.1,Y55H10A.1,vha-19
F15A8.6,565,1734.fa,F15A8.6,F15A8.6,cest-26
Y57A10A.10,228,1735.fa,Y57A10A.10,Y57A10A.10,tric-1B.1
C34D1.4,198,1736.fa,C34D1.4,C34D1.4,C34D1.4
Y57G11C.13,185,1737.fa,Y57G11C.13,Y57G11C.13,arl-8
F54B11.5,199,1738.fa,F54B11.5,F54B11.5,F54B11.5
H34C03.2,813,1739.fa,H34C03.2,H34C03.2,usp-4
F52H2.4,377,173.fa,F52H2.4,F52H2.4,smvt-1
B0285.4,331,1740.fa,B0285.4,B0285.4,lcmt-1
C06E7.2,87,1741.fa,C06E7.2,C06E7.2,C06E7.2
T07A9.2,173,1742.fa,T07A9.2,T07A9.2,ears-2
R53.7,27,1743.fa,R53.7,R53.7,aakg-5
F17C11.10,346,1744.fa,F17C11.10,F17C11.10,ctf-4
Y55F3AM.9,111,1745.fa,Y55F3AM.9,Y55F3AM.9,Y55F3AM.9
R11.3,376,1746.fa,R11.3,R11.3,R11.3
B0395.2,234,1747.fa,B0395.2,B0395.2,mboa-1
C47E8.6,363,1748.fa,C47E8.6,C47E8.6,gasr-8
W06D12.5,294,1749.fa,W06D12.5,W06D12.5,twk-33
R01E6.3,235,174.fa,R01E6.3,R01E6.3,cah-4
ZC8.6,206,1750.fa,ZC8.6,ZC8.6,ZC8.6
T23E7.4,80,1751.fa,T23E7.4,T23E7.4,nlp-6
C54H2.3,177,1752.fa,C54H2.3,C54H2.3,tag-294
C05G5.3,143,1753.fa,C05G5.3,C05G5.3,C05G5.3
ZK563.4,148,1754.fa,ZK563.4,ZK563.4,clc-3
C06E4.7,138,1755.fa,C06E4.7,C06E4.7,glb-2
F26D11.9,164,1756.fa,F26D11.9,F26D11.9,clec-217
C47E8.4,220,1757.fa,C47E8.4,C47E8.4,C47E8.4
B0491.4,246,1758.fa,B0491.4,B0491.4,lgc-20
F10D7.1,407,1759.fa,F10D7.1,F10D7.1,npr-36
R05D7.3,111,175.fa,R05D7.3,R05D7.3,R05D7.3
F59C6.8,120,1760.fa,F59C6.8,F59C6.8,F59C6.8
T25D3.2,174,1761.fa,T25D3.2,T25D3.2,mrpl-28
Y75B12B.6,516,1762.fa,Y75B12B.6,Y75B12B.6,plc-2
T07F12.4,237,1763.fa,T07F12.4,T07F12.4,T07F12.4
W06D4.2,229,1764.fa,W06D4.2,W06D4.2,spe-46
H01A20.1,238,1765.fa,H01A20.1,H01A20.1,nhr-3
R09G11.2,347,1766.fa,R09G11.2,R09G11.2,nhr-1
C07G2.3,330,1767.fa,C07G2.3,C07G2.3,cct-5
C49C3.1,268,1768.fa,C49C3.1,C49C3.1,snf-9
Y38C1AA.1,348,1769.fa,Y38C1AA.1,Y38C1AA.1,Y38C1AA.1
K07D4.4,101,176.fa,K07D4.4,K07D4.4,K07D4.4
K03A11.5,137,1770.fa,K03A11.5,K03A11.5,K03A11.5
F12F6.1,782,1771.fa,F12F6.1,F12F6.1,F12F6.1
T27E9.3,224,1772.fa,T27E9.3,T27E9.3,cdk-5
C50B6.7,660,1773.fa,C50B6.7,C50B6.7,C50B6.7
C47G2.1,268,1774.fa,C47G2.1,C47G2.1,cut-1
K06A1.1,343,1775.fa,K06A1.1,K06A1.1,aptf-1
M153.3,159,1776.fa,M153.3,M153.3,M153.3
B0303.7,359,1777.fa,B0303.7,B0303.7,B0303.7
Y71H2AM.11,410,1778.fa,Y71H2AM.11,Y71H2AM.11,Y71H2AM.11
ZC449.5,232,1779.fa,ZC449.5,ZC449.5,ZC449.5
D2005.6,0,177.fa,D2005.6,D2005.6,D2005.6
W08F4.3,189,1780.fa,W08F4.3,W08F4.3,W08F4.3
Y71G12B.6,211,1781.fa,Y71G12B.6,Y71G12B.6,rml-5
B0250.1,260,1782.fa,B0250.1,B0250.1,rpl-2
C24A1.2,191,1783.fa,C24A1.2,C24A1.2,elf-1
F46F2.3,101,1784.fa,F46F2.3,F46F2.3,F46F2.3
ZK637.3,410,1785.fa,ZK637.3,ZK637.3,lnkn-1
F26F4.3,274,1786.fa,F26F4.3,F26F4.3,rom-1
R07A4.2,132,1787.fa,R07A4.2,R07A4.2,R07A4.2
T04F8.4,365,1788.fa,T04F8.4,T04F8.4,cutl-11
Y55B1AL.1,166,1789.fa,Y55B1AL.1,Y55B1AL.1,not found
T01D3.3,613,178.fa,T01D3.3,T01D3.3,T01D3.3
F46F2.5,188,1790.fa,F46F2.5,F46F2.5,F46F2.5
K10D2.1,408,1791.fa,K10D2.1,K10D2.1,hira-1
T24C12.2,565,1792.fa,T24C12.2,T24C12.2,gap-1
Y82E9BR.18,549,1793.fa,Y82E9BR.18,Y82E9BR.18,Y82E9BR.18
F25C8.3,663,1794.fa,F25C8.3,F25C8.3,unc-80
C56G7.3,315,1795.fa,C56G7.3,C56G7.3,elmd-1
C09E8.1,257,1796.fa,C09E8.1,C09E8.1,C09E8.1
K04G7.3,242,1797.fa,K04G7.3,K04G7.3,ogt-1
R07A4.4,117,1798.fa,R07A4.4,R07A4.4,R07A4.4
F54E4.3,265,1799.fa,F54E4.3,F54E4.3,F54E4.3
T23F2.1,435,179.fa,T23F2.1,T23F2.1,bus-8B
ZC302.1,603,17.fa,ZC302.1,ZC302.1,mre-11
K01C8.2,285,1800.fa,K01C8.2,K01C8.2,K01C8.2
C24G6.3,802,1801.fa,C24G6.3,C24G6.3,mms-19
W02B9.1,729,1802.fa,W02B9.1,W02B9.1,hmr-1
F40H3.3,131,1803.fa,F40H3.3,F40H3.3,F40H3.3
Y56A3A.32,330,1804.fa,Y56A3A.32,Y56A3A.32,wah-1
Y54G2A.31,151,1805.fa,Y54G2A.31,Y54G2A.31,ubc-13
Y39A3CL.6,177,1806.fa,Y39A3CL.6,Y39A3CL.6,pvf-1
R07E4.1,911,1807.fa,R07E4.1,R07E4.1,R07E4.1
ZK1236.1,591,1808.fa,ZK1236.1,ZK1236.1,ZK1236.1
B0035.1,107,1809.fa,B0035.1,B0035.1,znf-207
C14C10.1,233,180.fa,C14C10.1,C14C10.1,C14C10.1
Y57G7A.10,284,1810.fa,Y57G7A.10,Y57G7A.10,emc-2
C56E10.1,290,1811.fa,C56E10.1,C56E10.1,nhr-173
R13F6.6,451,1812.fa,R13F6.6,R13F6.6,zak-1
F57B9.6,402,1813.fa,F57B9.6,F57B9.6,inf-1
T14G8.3,696,1814.fa,T14G8.3,T14G8.3,T14G8.3
F46G11.3,555,1815.fa,F46G11.3,F46G11.3,gakh-1
F58B4.1,349,1816.fa,F58B4.1,F58B4.1,nas-31
B0361.8,287,1817.fa,B0361.8,B0361.8,algn-11
Y71H2B.3,324,1818.fa,Y71H2B.3,Y71H2B.3,ppfr-4
F10E7.10,317,1819.fa,F10E7.10,F10E7.10,cutl-5
B0041.4,345,181.fa,B0041.4,B0041.4,rpl-4
Y57G11C.43,296,1820.fa,Y57G11C.43,Y57G11C.43,Y57G11C.43
F26D11.1,63,1821.fa,F26D11.1,F26D11.1,F26D11.1
C46A5.4,1115,1822.fa,C46A5.4,C46A5.4,C46A5.4
Y44A6D.3,134,1823.fa,Y44A6D.3,Y44A6D.3,Y44A6D.3
T20B12.7,91,1824.fa,T20B12.7,T20B12.7,T20B12.7
Y50D7A.7,597,1825.fa,Y50D7A.7,Y50D7A.7,ads-1
C01B12.1,152,1826.fa,C01B12.1,C01B12.1,sqt-2
M106.5,227,1827.fa,M106.5,M106.5,cap-2
F53A2.4,295,1828.fa,F53A2.4,F53A2.4,nud-1
T28H10.1,274,1829.fa,T28H10.1,T28H10.1,T28H10.1
K03D10.1,610,182.fa,K03D10.1,K03D10.1,kal-1
D2013.3,54,1830.fa,D2013.3,D2013.3,csa-1
R10E11.1,1660,1831.fa,R10E11.1,R10E11.1,cbp-1
F54F7.8,112,1832.fa,F54F7.8,F54F7.8,F54F7.8
F08F8.2,265,1833.fa,F08F8.2,F08F8.2,hmgr-1
C30A5.7,299,1834.fa,C30A5.7,C30A5.7,unc-86
H10E21.3,244,1835.fa,H10E21.3,H10E21.3,nhr-80
Y53G8AR.5,50,1836.fa,Y53G8AR.5,Y53G8AR.5,Y53G8AR.5
F21C3.6,91,1837.fa,F21C3.6,F21C3.6,F21C3.6
C47E8.7,676,1838.fa,C47E8.7,C47E8.7,unc-112
W10D9.5,74,1839.fa,W10D9.5,W10D9.5,tomm-22
C17G1.2,226,183.fa,C17G1.2,C17G1.2,C17G1.2
F43E2.5,207,1840.fa,F43E2.5,F43E2.5,msra-1
W09B6.1,2022,1841.fa,W09B6.1,W09B6.1,pod-2
E03E2.1,395,1842.fa,E03E2.1,E03E2.1,cyp-43A1
H10E21.5,398,1843.fa,H10E21.5,H10E21.5,H10E21.5
T24C2.5,116,1844.fa,T24C2.5,T24C2.5,T24C2.5
Y39B6A.38,211,1845.fa,Y39B6A.38,Y39B6A.38,reps-1
ZK370.3,522,1846.fa,ZK370.3,ZK370.3,hipr-1
K03A11.2,86,1847.fa,K03A11.2,K03A11.2,cpx-2
K09A9.6,332,1848.fa,K09A9.6,K09A9.6,K09A9.6
K03E6.1,215,1849.fa,K03E6.1,K03E6.1,lim-6
Y18D10A.3,217,184.fa,Y18D10A.3,Y18D10A.3,Y18D10A.3
Y71F9AL.9,247,1850.fa,Y71F9AL.9,Y71F9AL.9,Y71F9AL.9
T25B9.1,402,1851.fa,T25B9.1,T25B9.1,T25B9.1
F42E11.4,243,1852.fa,F42E11.4,F42E11.4,tni-1
ZK632.2,332,1853.fa,ZK632.2,ZK632.2,ZK632.2
F35A5.1,449,1854.fa,F35A5.1,F35A5.1,F35A5.1
C52D10.12,541,1855.fa,C52D10.12,C52D10.12,cnnm-1
H38K22.3,326,1856.fa,H38K22.3,H38K22.3,tag-131
F13H8.6,259,1857.fa,F13H8.6,F13H8.6,F13H8.6
Y47H9C.5,780,1858.fa,Y47H9C.5,Y47H9C.5,dnj-27
K08D12.2,268,1859.fa,K08D12.2,K08D12.2,rpi-2
CD4.3,183,185.fa,CD4.3,CD4.3,mrpl-48
F11C7.1,285,1860.fa,F11C7.1,F11C7.1,pbo-6
M02F4.8,273,1861.fa,M02F4.8,M02F4.8,aqp-7
Y38H6C.16,112,1862.fa,Y38H6C.16,Y38H6C.16,Y38H6C.16
R166.5,518,1863.fa,R166.5,R166.5,mnk-1
F53A9.10,421,1864.fa,F53A9.10,F53A9.10,tnt-2
Y34B4A.8,580,1865.fa,Y34B4A.8,Y34B4A.8,rga-8
C30H6.2,197,1866.fa,C30H6.2,C30H6.2,zipt-17
C36B1.1,344,1867.fa,C36B1.1,C36B1.1,cle-1
C14A4.13,280,1868.fa,C14A4.13,C14A4.13,C14A4.13
F41C6.7,79,1869.fa,F41C6.7,F41C6.7,F41C6.7
F13D2.2,233,186.fa,F13D2.2,F13D2.2,gnrr-6
C16A3.8,1142,1870.fa,C16A3.8,C16A3.8,thoc-2
F47D12.3,96,1871.fa,F47D12.3,F47D12.3,F47D12.3
T05D4.3,361,1872.fa,T05D4.3,T05D4.3,exc-12
C02F12.4,549,1873.fa,C02F12.4,C02F12.4,tag-52
T27E4.6,286,1874.fa,T27E4.6,T27E4.6,oac-50
T04G9.5,188,1875.fa,T04G9.5,T04G9.5,trap-2
Y62H9A.1,125,1876.fa,Y62H9A.1,Y62H9A.1,Y62H9A.1
C30F12.3,186,1877.fa,C30F12.3,C30F12.3,C30F12.3
Y48A6B.1,160,1878.fa,Y48A6B.1,Y48A6B.1,dmsr-5
Y69A2AR.15,49,1879.fa,Y69A2AR.15,Y69A2AR.15,sprr-3
F27E11.3,555,187.fa,F27E11.3,F27E11.3,cfz-2
T02C1.1,89,1880.fa,T02C1.1,T02C1.1,T02C1.1
T23H2.2,374,1881.fa,T23H2.2,T23H2.2,snt-4
T10B11.2,533,1882.fa,T10B11.2,T10B11.2,cerk-1
T05H4.10,446,1883.fa,T05H4.10,T05H4.10,urb-1
C04A11.1,136,1884.fa,C04A11.1,C04A11.1,C04A11.1
F08G12.10,416,1885.fa,F08G12.10,F08G12.10,inx-2
T03F1.6,192,1886.fa,T03F1.6,T03F1.6,T03F1.6
K03C7.2,252,1887.fa,K03C7.2,K03C7.2,fkh-9
T03F7.1,487,1888.fa,T03F7.1,T03F7.1,snf-11
C04C11.1,162,1889.fa,C04C11.1,C04C11.1,C04C11.1
Y17G7B.10,429,188.fa,Y17G7B.10,Y17G7B.10,nadk-2
F57F5.1,350,1890.fa,F57F5.1,F57F5.1,cpr-9
T08H4.1,683,1891.fa,T08H4.1,T08H4.1,rhgf-2
K03H1.5,1352,1892.fa,K03H1.5,K03H1.5,K03H1.5
Y66D12A.12,291,1893.fa,Y66D12A.12,Y66D12A.12,ztf-29
F09C8.1,341,1894.fa,F09C8.1,F09C8.1,F09C8.1
T04F3.2,259,1895.fa,T04F3.2,T04F3.2,smoc-1
F14F3.2,665,1896.fa,F14F3.2,F14F3.2,git-1
C50D2.1,176,1897.fa,C50D2.1,C50D2.1,C50D2.1
Y22D7AR.5,103,1898.fa,Y22D7AR.5,Y22D7AR.5,glb-30
R11G1.4,471,1899.fa,R11G1.4,R11G1.4,sax-1
Y71F9AL.16,90,189.fa,Y71F9AL.16,Y71F9AL.16,arx-1
Y75B8A.11,60,18.fa,Y75B8A.11,Y75B8A.11,lury-1
C45B2.7,934,1900.fa,C45B2.7,C45B2.7,ptr-4
T12D8.7,133,1901.fa,T12D8.7,T12D8.7,taf-9
K11D12.1,131,1902.fa,K11D12.1,K11D12.1,cwp-4
F02E8.2,390,1903.fa,F02E8.2,F02E8.2,nmur-3
F22D6.3,393,1904.fa,F22D6.3,F22D6.3,nars-1
M04G12.2,436,1905.fa,M04G12.2,M04G12.2,cpz-2
F36D4.5,220,1906.fa,F36D4.5,F36D4.5,F36D4.5
C44B12.5,118,1907.fa,C44B12.5,C44B12.5,perm-4
R160.7,619,1908.fa,R160.7,R160.7,lst-2
F47B10.1,419,1909.fa,F47B10.1,F47B10.1,suca-1
E03G2.4,214,190.fa,E03G2.4,E03G2.4,col-186
C29H12.1,221,1910.fa,C29H12.1,C29H12.1,rars-2
W02G9.4,256,1911.fa,W02G9.4,W02G9.4,W02G9.4
F35B3.7,425,1912.fa,F35B3.7,F35B3.7,F35B3.7
F26F4.1,306,1913.fa,F26F4.1,F26F4.1,cee-1
C34E11.3,1324,1914.fa,C34E11.3,C34E11.3,tag-241
T19D2.1,650,1915.fa,T19D2.1,T19D2.1,adt-3
B0238.10,253,1916.fa,B0238.10,B0238.10,natc-2
Y63D3A.4,292,1917.fa,Y63D3A.4,Y63D3A.4,tdpt-1
C52B9.4,540,1918.fa,C52B9.4,C52B9.4,C52B9.4
ZC410.3,454,1919.fa,ZC410.3,ZC410.3,mans-4
B0464.3,58,191.fa,B0464.3,B0464.3,nlp-36
T25B6.2,782,1920.fa,T25B6.2,T25B6.2,nep-22
C09F5.1,456,1921.fa,C09F5.1,C09F5.1,C09F5.1
F15E6.2,423,1922.fa,F15E6.2,F15E6.2,lgc-22
C03B1.13,417,1923.fa,C03B1.13,C03B1.13,C03B1.13
M01G5.5,657,1924.fa,M01G5.5,M01G5.5,snf-6
C30F2.5,219,1925.fa,C30F2.5,C30F2.5,C30F2.5
F40E10.5,202,1926.fa,F40E10.5,F40E10.5,F40E10.5
R173.3,500,1927.fa,R173.3,R173.3,cest-19
C36A4.9,400,1928.fa,C36A4.9,C36A4.9,acs-19
C52B9.11,80,1929.fa,C52B9.11,C52B9.11,ets-10
M153.1,264,192.fa,M153.1,M153.1,pycr-1
R03A10.1,91,1930.fa,R03A10.1,R03A10.1,blos-8
C37C3.2,399,1931.fa,C37C3.2,C37C3.2,C37C3.2
W09C3.4,296,1932.fa,W09C3.4,W09C3.4,W09C3.4
ZK512.3,735,1933.fa,ZK512.3,ZK512.3,ced-11
R11G1.6,805,1934.fa,R11G1.6,R11G1.6,tmem-24
Y113G7A.16,120,1935.fa,Y113G7A.16,Y113G7A.16,Y113G7A.16
C41D11.9,140,1936.fa,C41D11.9,C41D11.9,C41D11.9
F53B3.5,280,1937.fa,F53B3.5,F53B3.5,F53B3.5
C38C3.10,103,1938.fa,C38C3.10,C38C3.10,spig-7
ZK418.1,110,1939.fa,ZK418.1,ZK418.1,nhr-9
Y57A10A.13,678,193.fa,Y57A10A.13,Y57A10A.13,Y57A10A.13
D1069.2,107,1940.fa,D1069.2,D1069.2,cpn-2
F58H7.2,413,1941.fa,F58H7.2,F58H7.2,faah-3
C33H5.7,303,1942.fa,C33H5.7,C33H5.7,swd-2.2
T13B5.1,367,1943.fa,T13B5.1,T13B5.1,snf-3
ZK669.3,101,1944.fa,ZK669.3,ZK669.3,ZK669.3
Y55F3AM.3,344,1945.fa,Y55F3AM.3,Y55F3AM.3,rbm-39
T02C5.3,565,1946.fa,T02C5.3,T02C5.3,igcm-3
F35G2.2,184,1947.fa,F35G2.2,F35G2.2,marb-1
Y53C10A.5,303,1948.fa,Y53C10A.5,Y53C10A.5,tmem-189
D2007.5,270,1949.fa,D2007.5,D2007.5,atg-13
F08C6.3,702,194.fa,F08C6.3,F08C6.3,vps-52
T07C4.1,477,1950.fa,T07C4.1,T07C4.1,umps-1
Y45F10D.2,137,1951.fa,Y45F10D.2,Y45F10D.2,Y45F10D.2
Y45F10D.12,188,1952.fa,Y45F10D.12,Y45F10D.12,rpl-18
T26A5.5,451,1953.fa,T26A5.5,T26A5.5,jhdm-1
C05E11.7,305,1954.fa,C05E11.7,C05E11.7,C05E11.7
C34E7.4,221,1955.fa,C34E7.4,C34E7.4,gmap-1
F26F4.4,299,1956.fa,F26F4.4,F26F4.4,tag-340
W06D12.1,185,1957.fa,W06D12.1,W06D12.1,cutl-4
ZK54.1,435,1958.fa,ZK54.1,ZK54.1,slc-17.1
T03G6.2,314,1959.fa,T03G6.2,T03G6.2,nhr-40
ZC21.6,216,195.fa,ZC21.6,ZC21.6,ZC21.6
F48C5.2,167,1960.fa,F48C5.2,F48C5.2,F48C5.2
T14G10.2,1117,1961.fa,T14G10.2,T14G10.2,pxf-1
R11F4.1,502,1962.fa,R11F4.1,R11F4.1,R11F4.1
C53C7.1,360,1963.fa,C53C7.1,C53C7.1,npr-10
ZC434.7,362,1964.fa,ZC434.7,ZC434.7,coa-6
F09F9.2,164,1965.fa,F09F9.2,F09F9.2,F09F9.2
F17C8.3,321,1966.fa,F17C8.3,F17C8.3,F17C8.3
R11G1.2,119,1967.fa,R11G1.2,R11G1.2,R11G1.2
F32A6.4,292,1968.fa,F32A6.4,F32A6.4,ags-3
M18.8,325,1969.fa,M18.8,M18.8,dhhc-6
K01G5.4,215,196.fa,K01G5.4,K01G5.4,ran-1
ZK512.2,507,1970.fa,ZK512.2,ZK512.2,ZK512.2
C02F12.7,1051,1971.fa,C02F12.7,C02F12.7,tag-278
T04F8.1,301,1972.fa,T04F8.1,T04F8.1,sfxn-1.5
F42H10.7,320,1973.fa,F42H10.7,F42H10.7,ess-2
B0507.1,562,1974.fa,B0507.1,B0507.1,B0507.1
Y46G5A.22,75,1975.fa,Y46G5A.22,Y46G5A.22,Y46G5A.22
T04G9.2,475,1976.fa,T04G9.2,T04G9.2,nas-15
T09B4.9,400,1977.fa,T09B4.9,T09B4.9,tin-44
F28C10.3,290,1978.fa,F28C10.3,F28C10.3,F28C10.3
C34G6.5,101,1979.fa,C34G6.5,C34G6.5,cdc-7
W03G11.4,353,197.fa,W03G11.4,W03G11.4,W03G11.4
F35B12.8,234,1980.fa,F35B12.8,F35B12.8,glb-15
T16A9.4,634,1981.fa,T16A9.4,T16A9.4,nep-21
M03F4.6,377,1982.fa,M03F4.6,M03F4.6,M03F4.6
T23B12.1,166,1983.fa,T23B12.1,T23B12.1,phf-30
C18A3.8,119,1984.fa,C18A3.8,C18A3.8,hlh-14
F09A5.1,465,1985.fa,F09A5.1,F09A5.1,spin-3
C16E9.2,397,1986.fa,C16E9.2,C16E9.2,C16E9.2
R13A5.8,147,1987.fa,R13A5.8,R13A5.8,rpl-9
F38B6.3,143,1988.fa,F38B6.3,F38B6.3,F38B6.3
C14F5.1,160,1989.fa,C14F5.1,C14F5.1,dct-1
Y17G7B.1,115,198.fa,Y17G7B.1,Y17G7B.1,acbp-6
R10E11.5,326,1990.fa,R10E11.5,R10E11.5,R10E11.5
F29B9.10,78,1991.fa,F29B9.10,F29B9.10,mrps-21
K03H1.2,933,1992.fa,K03H1.2,K03H1.2,mog-1
Y102E9.1,60,1993.fa,Y102E9.1,Y102E9.1,odr-4
F35G12.1,287,1994.fa,F35G12.1,F35G12.1,mlcd-1
Y105E8A.22,276,1995.fa,Y105E8A.22,Y105E8A.22,exc-4
R02E12.6,191,1996.fa,R02E12.6,R02E12.6,hrg-1
K01A6.2,770,1997.fa,K01A6.2,K01A6.2,magi-1
ZC64.2,162,1998.fa,ZC64.2,ZC64.2,ttr-48
F19H6.1,288,1999.fa,F19H6.1,F19H6.1,nekl-3
F55A4.5,369,199.fa,F55A4.5,F55A4.5,stau-1
F42D1.3,126,19.fa,F42D1.3,F42D1.3,sprr-2
F32D8.1,289,1.fa,F32D8.1,F32D8.1,F32D8.1
Y71F9AL.13,53,2000.fa,Y71F9AL.13,Y71F9AL.13,rpl-1
Y39G8C.1,1337,2001.fa,Y39G8C.1,Y39G8C.1,xrn-1
F01F1.9,449,2002.fa,F01F1.9,F01F1.9,dnpp-1
M110.2,363,2003.fa,M110.2,M110.2,twk-3
T27D1.3,322,2004.fa,T27D1.3,T27D1.3,npr-15
T05A7.7,142,2005.fa,T05A7.7,T05A7.7,T05A7.7
C06H5.6,318,2006.fa,C06H5.6,C06H5.6,C06H5.6
K03E5.3,123,2007.fa,K03E5.3,K03E5.3,cdk-2
R09E10.6,235,2008.fa,R09E10.6,R09E10.6,R09E10.6
F46H6.1,178,2009.fa,F46H6.1,F46H6.1,rhi-1
C09B7.1,298,200.fa,C09B7.1,C09B7.1,ser-7
F25B4.9,169,2010.fa,F25B4.9,F25B4.9,clec-1
T05A10.3,274,2011.fa,T05A10.3,T05A10.3,ttr-14
F53H8.3,509,2012.fa,F53H8.3,F53H8.3,F53H8.3
F25B3.2,170,2013.fa,F25B3.2,F25B3.2,F25B3.2
Y39A1A.23,380,2014.fa,Y39A1A.23,Y39A1A.23,hpr-9
T27A1.4,154,2015.fa,T27A1.4,T27A1.4,lgc-34
R13H7.2,244,2016.fa,R13H7.2,R13H7.2,R13H7.2
C10A4.8,199,2017.fa,C10A4.8,C10A4.8,mnm-2
W02D7.7,203,2018.fa,W02D7.7,W02D7.7,sel-9
Y69A2AR.22,84,2019.fa,Y69A2AR.22,Y69A2AR.22,Y69A2AR.22
T09B9.2,453,201.fa,T09B9.2,T09B9.2,slc-17.9
C50F4.14,200,2020.fa,C50F4.14,C50F4.14,nstp-10
C31H2.2,164,2021.fa,C31H2.2,C31H2.2,dpy-8
Y48E1B.7,623,2022.fa,Y48E1B.7,Y48E1B.7,lin-38
ZC434.3,260,2023.fa,ZC434.3,ZC434.3,ZC434.3
T27E9.7,272,2024.fa,T27E9.7,T27E9.7,abcf-2
M79.4,73,2025.fa,M79.4,M79.4,flp-19
F35C11.6,169,2026.fa,F35C11.6,F35C11.6,F35C11.6
C45G9.2,142,2027.fa,C45G9.2,C45G9.2,C45G9.2
F09C8.2,434,2028.fa,F09C8.2,F09C8.2,F09C8.2
Y69A2AR.29,150,2029.fa,Y69A2AR.29,Y69A2AR.29,ngn-1
B0491.5,188,202.fa,B0491.5,B0491.5,nduf-11
Y77E11A.1,91,2030.fa,Y77E11A.1,Y77E11A.1,hxk-3
F46C5.3,328,2031.fa,F46C5.3,F46C5.3,nas-25
Y53G8AL.2,239,2032.fa,Y53G8AL.2,Y53G8AL.2,nduf-9
T01D1.4,116,2033.fa,T01D1.4,T01D1.4,T01D1.4
B0034.5,61,2034.fa,B0034.5,B0034.5,B0034.5
Y47D3A.27,53,2035.fa,Y47D3A.27,Y47D3A.27,teg-1
F42A10.6,103,2036.fa,F42A10.6,F42A10.6,F42A10.6
Y37F4.6,234,2037.fa,Y37F4.6,Y37F4.6,Y37F4.6
C07A12.7,396,2038.fa,C07A12.7,C07A12.7,C07A12.7
C24H10.2,167,2039.fa,C24H10.2,C24H10.2,C24H10.2
Y75B8A.20,137,203.fa,Y75B8A.20,Y75B8A.20,grl-15
C25F6.2,936,2040.fa,C25F6.2,C25F6.2,dlg-1
T02C1.2,212,2041.fa,T02C1.2,T02C1.2,T02C1.2
F34H10.4,241,2042.fa,F34H10.4,F34H10.4,F34H10.4
Y47D3B.4,300,2043.fa,Y47D3B.4,Y47D3B.4,Y47D3B.4
Y57G11B.6,117,2044.fa,Y57G11B.6,Y57G11B.6,Y57G11B.6
B0285.1,444,2045.fa,B0285.1,B0285.1,cdk-12
F55E10.7,498,2046.fa,F55E10.7,F55E10.7,npr-28
C43H6.4,415,2047.fa,C43H6.4,C43H6.4,C43H6.4
Y39A1A.8,129,2048.fa,Y39A1A.8,Y39A1A.8,swt-4
F48C11.1,364,2049.fa,F48C11.1,F48C11.1,gpa-6
ZK673.2,221,204.fa,ZK673.2,ZK673.2,ZK673.2
F16B3.1,740,2050.fa,F16B3.1,F16B3.1,egl-2
