file,brenneri,briggsae,doughertyi,elegans,inopinata,latens,nigoni,remanei,sinica,sp26,sp40,tropicalis,wallacei,kamaaina
2183.fa,0,1,2,0,10,0,0,0,3,0,1,1,0,3
2335.fa,0,0,0,5,10,0,0,0,0,2,1,1,1,2
366.fa,0,0,4,2,10,1,0,0,0,0,1,1,0,3
904.fa,2,0,0,2,10,0,0,0,0,0,0,0,1,7
1023.fa,3,0,0,3,10,0,0,0,3,0,0,2,0,2
1500.fa,2,0,0,1,10,0,0,0,1,0,1,1,0,7
188.fa,0,0,2,4,10,0,0,0,0,3,1,2,0,1
2455.fa,3,1,0,0,10,0,0,1,1,0,0,1,1,5
1458.fa,1,0,0,2,10,0,0,0,1,1,1,2,0,6
1606.fa,5,0,0,2,10,0,0,0,1,0,1,3,0,2
1627.fa,2,0,1,2,10,0,0,0,1,0,0,2,0,6
2639.fa,1,1,0,2,10,0,0,0,2,1,0,1,1,5
46.fa,5,0,0,3,10,0,0,0,0,0,1,1,0,4
2404.fa,4,0,2,2,10,1,1,0,0,0,1,0,0,4
263.fa,2,0,3,1,10,0,0,0,0,1,0,4,2,2
489.fa,3,0,0,5,10,0,0,1,0,1,1,0,1,3
1396.fa,0,1,0,5,10,0,0,0,0,1,2,2,0,5
1583.fa,1,0,0,4,10,1,0,0,1,1,2,0,1,5
2675.fa,0,1,0,6,10,0,0,0,0,1,1,0,2,5
1017.fa,1,0,3,1,10,0,0,0,3,1,0,3,3,2
2231.fa,1,0,0,6,10,0,0,0,1,2,0,0,0,7
1322.fa,1,2,0,5,10,0,0,1,1,0,1,2,1,4
1405.fa,3,1,1,5,10,0,0,1,0,0,0,3,0,4
2192.fa,2,1,1,3,10,0,0,0,0,1,4,3,0,4
41.fa,0,0,1,2,10,0,3,0,0,0,0,0,3,10
105.fa,1,0,0,2,10,0,1,0,0,0,0,2,0,14
2061.fa,2,3,2,4,10,0,1,0,0,0,1,0,1,6
388.fa,0,0,9,8,10,0,0,0,0,1,0,0,0,2
1372.fa,0,2,0,6,10,1,0,0,0,0,2,3,2,5
2302.fa,1,2,1,4,10,0,0,1,0,1,1,1,0,9
133.fa,0,2,0,3,10,1,0,2,0,3,0,5,3,3
616.fa,1,7,3,6,10,1,0,0,0,0,1,0,1,2
1530.fa,3,0,3,1,10,0,0,0,0,0,1,0,5,10
2250.fa,0,1,1,5,10,2,0,0,2,0,1,2,0,9
2424.fa,2,2,1,3,10,1,1,0,0,0,2,1,4,6
844.fa,2,2,2,3,10,2,1,0,0,0,3,0,5,3
1056.fa,0,0,0,2,10,0,0,0,0,0,0,16,0,6
2197.fa,8,1,3,4,10,0,0,0,0,1,4,0,0,3
80.fa,1,0,1,6,10,0,1,0,0,1,3,2,2,7
920.fa,1,1,5,3,10,0,0,0,0,1,0,9,1,3
645.fa,4,1,1,2,10,0,1,1,1,2,5,1,1,5
1510.fa,6,1,0,2,10,0,0,3,1,0,2,4,2,5
1525.fa,3,2,2,6,10,0,1,0,1,0,1,4,0,6
1629.fa,0,0,5,2,10,0,0,0,0,2,2,0,0,15
152.fa,6,1,1,3,10,1,0,1,0,0,0,5,0,9
1706.fa,4,1,2,5,10,2,0,0,1,1,1,1,7,2
2053.fa,0,1,0,1,10,2,0,0,0,1,0,21,0,1
2446.fa,1,1,0,3,10,1,0,1,3,9,2,1,3,3
2767.fa,6,2,1,3,10,0,0,0,0,2,4,2,0,8
1094.fa,6,0,3,4,10,0,0,0,3,4,1,0,3,5
2234.fa,2,0,2,9,10,0,0,0,1,0,3,2,1,9
664.fa,4,2,6,6,10,1,1,0,1,2,2,1,0,3
1296.fa,2,1,1,5,10,0,0,0,1,0,3,3,0,14
2273.fa,3,3,1,4,10,1,1,0,0,3,1,3,3,7
1946.fa,4,0,3,9,10,0,0,1,2,1,1,2,1,7
2560.fa,3,0,0,9,10,0,0,0,0,0,1,3,0,15
597.fa,5,2,0,2,10,0,0,0,4,1,0,1,1,15
311.fa,1,3,5,5,10,1,0,0,1,4,0,1,1,11
577.fa,7,3,2,5,10,1,0,0,1,4,1,1,0,8
1257.fa,3,2,0,6,10,0,0,0,2,2,2,3,3,12
79.fa,1,1,3,8,10,0,0,0,2,3,2,0,0,15
1171.fa,9,2,3,7,10,0,1,1,1,5,1,0,2,5
1986.fa,0,0,1,0,10,0,1,0,0,0,1,10,0,24
1640.fa,6,2,8,5,10,0,1,1,1,1,1,2,3,7
2014.fa,3,1,4,3,10,0,0,0,1,0,1,1,2,22
2130.fa,2,0,2,2,10,0,0,2,9,1,6,1,0,13
2702.fa,5,0,5,3,10,0,1,1,1,3,1,6,2,12
935.fa,3,2,3,2,10,0,0,7,0,3,4,4,3,9
1587.fa,21,1,5,1,10,0,0,0,3,0,0,1,0,9
42.fa,3,1,1,13,10,2,1,2,2,3,1,1,1,11
1377.fa,4,0,3,10,10,3,2,0,3,1,3,5,0,9
194.fa,9,0,6,8,10,0,0,2,0,1,1,4,3,9
369.fa,0,0,0,28,10,0,0,3,1,2,1,2,0,6
409.fa,5,1,3,5,10,0,1,0,6,0,0,7,4,11
1243.fa,0,0,2,3,10,0,0,0,24,0,0,2,2,11
1655.fa,6,5,5,5,10,1,0,3,4,2,1,1,0,12
2757.fa,2,0,14,2,10,0,2,0,1,1,2,4,4,13
1492.fa,6,1,6,4,10,0,3,0,13,1,2,1,2,11
347.fa,13,2,8,2,10,0,1,0,2,1,2,3,3,13
1604.fa,9,1,6,5,10,0,0,0,1,1,1,3,1,25
2470.fa,2,1,5,9,10,0,0,0,1,1,6,9,14,5
109.fa,0,1,2,39,10,1,0,0,0,1,0,1,0,11
2695.fa,1,0,3,15,10,0,1,0,18,1,3,0,1,13
2453.fa,3,0,1,8,10,0,0,1,0,3,3,14,1,25
2403.fa,1,2,8,11,10,0,1,0,4,2,0,5,16,11
2653.fa,17,1,4,20,10,0,0,0,3,1,1,7,3,5
343.fa,2,0,1,7,10,0,1,0,2,1,9,14,7,19
163.fa,24,3,1,5,10,1,1,1,0,5,7,2,2,13
1007.fa,3,1,10,6,10,0,2,0,35,1,0,3,3,2
227.fa,10,1,8,14,10,2,0,2,0,1,3,9,6,10
2321.fa,23,0,5,7,10,2,1,0,5,1,5,10,2,7
2028.fa,1,1,4,1,10,0,0,1,1,2,4,48,2,8
1277.fa,23,1,0,4,10,0,0,0,23,2,4,2,1,15
809.fa,1,1,1,18,10,1,0,0,0,0,0,1,46,9
2237.fa,3,3,12,4,10,0,0,1,28,5,1,12,2,14
1454.fa,3,0,20,13,10,2,3,0,3,5,3,11,3,20
2708.fa,140,0,0,3,10,1,0,0,1,0,0,0,2,4
696.fa,0,0,0,0,9,0,0,0,0,0,0,0,0,2
760.fa,1,0,0,0,9,0,0,0,0,0,0,0,2,0
2331.fa,1,0,0,1,9,1,0,0,0,0,0,0,0,2
860.fa,0,2,0,0,9,0,0,0,1,0,1,0,0,1
1035.fa,0,0,0,1,9,0,0,0,0,1,0,3,1,0
2564.fa,2,0,1,0,9,0,0,0,1,0,0,2,0,0
638.fa,0,0,2,2,9,0,0,0,0,0,1,0,0,1
905.fa,1,1,0,2,9,0,0,0,0,0,0,0,0,2
1338.fa,2,0,1,1,9,0,0,1,0,0,1,0,0,1
795.fa,0,0,2,2,9,0,0,0,0,1,1,1,0,0
2388.fa,1,0,1,0,9,0,0,0,1,1,1,0,0,3
2634.fa,2,0,1,1,9,0,0,0,1,0,1,0,0,2
2494.fa,0,0,0,4,9,0,0,0,0,0,0,1,0,4
789.fa,0,0,0,1,9,2,0,0,0,1,0,2,0,3
1725.fa,0,0,0,5,9,0,0,1,0,0,0,1,2,1
1776.fa,0,0,0,3,9,0,0,0,0,0,0,0,1,6
2020.fa,2,0,0,1,9,0,0,4,0,0,0,2,0,1
2196.fa,0,0,1,4,9,0,0,0,0,0,1,0,1,3
237.fa,2,0,0,1,9,1,0,0,0,0,0,0,0,6
2528.fa,0,0,0,0,9,3,0,1,1,1,1,0,0,3
834.fa,0,1,0,2,9,0,0,0,0,0,0,2,0,5
986.fa,1,3,0,0,9,0,0,0,2,1,0,0,0,3
1135.fa,0,0,0,4,9,0,1,1,1,0,0,1,0,3
2315.fa,0,0,0,4,9,1,0,0,0,3,1,1,0,1
2212.fa,0,1,0,1,9,0,2,0,4,1,1,1,1,0
466.fa,1,0,0,0,9,0,0,0,2,0,0,1,0,8
2753.fa,1,0,1,5,9,0,0,0,0,0,2,0,1,3
579.fa,0,0,1,7,9,0,0,0,0,1,1,0,0,3
129.fa,0,1,1,3,9,0,0,1,0,1,1,1,0,5
1925.fa,4,0,0,1,9,1,1,1,0,0,1,0,1,4
2351.fa,4,0,0,2,9,0,0,0,1,1,1,3,0,2
713.fa,2,1,1,2,9,0,1,0,2,0,0,0,1,4
1053.fa,0,0,1,1,9,1,1,2,0,0,0,2,0,7
1673.fa,3,0,5,2,9,0,0,0,0,0,1,0,0,4
568.fa,4,0,0,1,9,0,0,0,1,1,1,2,2,3
1263.fa,0,0,0,3,9,0,0,0,0,2,1,0,2,8
2604.fa,1,2,1,1,9,0,0,0,1,0,1,1,1,7
1788.fa,0,0,5,1,9,0,0,0,2,2,0,1,1,5
1906.fa,0,1,1,1,9,3,0,0,1,0,9,0,0,1
323.fa,1,1,0,4,9,0,0,0,0,0,0,10,0,1
430.fa,1,0,7,5,9,0,0,0,0,1,1,0,0,2
504.fa,1,0,1,5,9,1,0,0,1,1,1,1,0,5
589.fa,4,0,0,1,9,0,1,0,0,2,0,3,3,3
1574.fa,0,0,0,5,9,0,0,0,1,0,1,11,0,0
1965.fa,0,0,9,7,9,0,0,1,0,0,0,0,1,0
103.fa,2,0,3,6,9,0,0,4,1,1,1,0,0,1
1360.fa,5,0,1,2,9,0,0,0,2,0,0,4,0,5
1994.fa,1,0,3,0,9,0,1,1,1,2,4,1,1,4
2157.fa,0,0,15,2,9,0,0,0,1,0,0,0,0,1
2466.fa,1,2,0,3,9,0,0,6,0,3,0,0,1,3
286.fa,1,0,0,4,9,0,0,0,1,0,1,0,0,12
223.fa,1,1,1,4,9,0,0,1,2,2,1,1,0,6
2317.fa,7,1,0,4,9,0,1,0,0,0,0,1,0,6
2671.fa,2,0,1,5,9,0,0,1,0,0,0,4,0,7
783.fa,1,0,1,5,9,0,0,0,1,0,0,0,10,2
115.fa,7,0,2,0,9,0,0,0,0,0,0,2,2,8
185.fa,8,1,1,2,9,0,1,1,2,3,0,0,0,2
1250.fa,0,2,1,11,9,1,0,1,2,2,0,0,1,1
210.fa,4,1,4,2,9,1,0,0,1,1,1,2,1,4
2561.fa,1,2,3,3,9,1,0,0,1,1,2,3,0,5
669.fa,5,0,0,4,9,0,0,0,1,0,0,3,2,7
1253.fa,2,0,0,3,9,1,0,0,3,3,4,0,1,6
869.fa,7,0,0,3,9,0,0,0,1,0,0,9,0,3
1364.fa,1,0,8,1,9,0,0,1,1,1,2,2,0,7
1740.fa,1,2,1,5,9,0,0,0,0,0,1,2,0,13
1817.fa,11,0,1,2,9,1,1,0,2,1,2,2,1,1
93.fa,10,0,3,2,9,0,1,2,1,0,2,1,0,3
2258.fa,0,1,2,4,9,1,0,2,1,0,4,1,1,9
936.fa,2,0,2,6,9,0,0,0,3,0,3,0,2,8
1598.fa,1,0,1,5,9,0,2,0,1,2,2,2,5,6
1648.fa,2,0,3,6,9,0,1,2,1,1,0,1,3,7
1732.fa,1,1,1,1,9,0,2,2,1,0,1,7,2,8
1855.fa,5,0,1,4,9,0,0,4,2,1,1,2,7,0
2741.fa,2,3,4,1,9,0,1,0,2,1,1,1,4,8
629.fa,3,0,5,6,9,1,0,1,4,1,0,3,0,4
975.fa,1,0,3,11,9,0,0,0,1,1,3,2,2,4
1866.fa,7,0,3,3,9,9,0,0,0,0,1,2,2,2
2510.fa,3,0,0,11,9,0,0,0,0,0,0,6,5,4
656.fa,2,0,3,4,9,0,0,0,0,3,1,2,3,11
1905.fa,6,0,1,6,9,0,1,2,1,5,0,1,1,7
2667.fa,0,1,2,6,9,1,1,0,0,2,0,3,0,15
2224.fa,0,2,5,8,9,1,1,0,3,2,2,1,1,6
1366.fa,0,0,0,1,9,0,0,1,24,2,0,1,0,4
850.fa,4,1,0,2,9,0,0,0,5,5,1,2,1,12
1110.fa,0,2,0,1,9,0,0,0,26,0,1,0,0,4
2110.fa,1,1,1,3,9,0,0,0,1,1,1,2,1,22
2744.fa,13,2,1,5,9,1,1,0,1,1,2,1,1,6
1307.fa,0,0,1,4,9,0,0,1,27,0,0,2,3,0
1842.fa,0,1,3,7,9,0,0,0,0,2,3,4,4,14
2543.fa,1,0,1,14,9,0,0,1,0,0,2,1,2,16
83.fa,2,0,3,12,9,0,0,1,4,2,3,1,0,10
1923.fa,1,1,0,4,9,1,0,1,2,0,4,22,1,3
2490.fa,2,4,1,9,9,0,0,0,0,2,1,3,2,16
1950.fa,1,1,2,2,9,0,4,0,14,2,0,3,3,9
1674.fa,0,1,1,8,9,0,0,1,0,2,2,11,0,16
861.fa,2,1,5,6,9,0,0,1,12,0,3,2,1,9
1165.fa,2,1,5,6,9,0,0,0,13,0,1,0,1,14
1146.fa,3,0,18,3,9,1,0,0,7,4,4,2,0,2
2113.fa,4,0,6,5,9,0,0,0,2,2,2,8,0,16
2430.fa,8,1,4,4,9,0,0,3,1,1,0,4,9,10
2277.fa,2,0,2,4,9,0,0,0,2,2,3,4,18,11
23.fa,4,2,2,11,9,1,0,2,2,5,2,1,2,14
1045.fa,1,2,0,7,9,2,1,0,13,3,3,5,2,12
1220.fa,2,0,2,6,9,0,2,2,1,0,4,6,6,20
359.fa,5,4,4,9,9,0,0,0,2,1,2,14,4,6
1724.fa,0,0,34,5,9,1,0,0,2,1,2,0,1,8
1900.fa,4,4,3,26,9,3,1,1,0,0,2,3,2,6
113.fa,41,0,1,1,9,0,0,0,0,1,1,2,5,4
1873.fa,11,1,14,2,9,0,0,0,9,6,4,3,2,4
739.fa,8,2,1,12,9,1,1,0,1,5,6,3,1,16
1941.fa,2,0,1,10,9,0,2,32,1,2,2,1,0,6
2150.fa,4,2,3,23,9,0,0,0,0,0,2,2,3,20
507.fa,5,1,3,20,9,0,0,0,3,2,2,7,1,17
1244.fa,2,1,5,13,9,0,1,0,3,0,4,2,1,31
1771.fa,11,0,6,13,9,1,1,1,5,2,2,6,5,14
1352.fa,7,0,10,8,9,0,0,0,2,1,0,11,3,26
972.fa,6,1,2,23,9,0,0,1,2,1,4,4,2,23
517.fa,5,0,2,8,9,2,17,0,0,0,1,9,10,16
2174.fa,10,2,10,10,9,0,2,1,4,1,4,2,7,20
497.fa,0,1,35,6,9,3,0,0,1,1,0,18,5,6
2697.fa,3,1,1,4,9,2,1,2,4,8,0,6,24,22
1194.fa,31,1,19,10,9,0,0,0,0,0,2,24,1,3
112.fa,5,2,8,22,9,1,1,1,6,6,3,5,10,31
2391.fa,11,5,3,15,9,2,2,2,14,0,5,8,21,23
1596.fa,0,0,0,0,8,0,0,0,0,0,0,1,0,0
2691.fa,0,0,0,0,8,0,0,0,0,0,0,0,0,1
303.fa,0,0,0,0,8,0,0,0,1,1,0,0,1,0
377.fa,1,0,0,0,8,0,0,1,0,0,0,1,0,0
2057.fa,0,0,0,2,8,0,0,0,0,0,1,0,0,1
2773.fa,1,1,0,1,8,0,0,0,0,0,0,0,0,1
763.fa,0,1,1,0,8,0,0,0,0,0,0,0,0,3
1259.fa,1,1,1,0,8,0,0,0,0,0,2,0,0,1
843.fa,0,0,1,2,8,0,0,1,0,0,0,0,0,2
1531.fa,1,0,1,1,8,0,0,0,0,1,0,0,1,2
2332.fa,0,0,2,0,8,0,0,0,1,0,1,0,0,3
2125.fa,0,2,2,2,8,0,0,0,0,0,0,1,0,1
703.fa,0,1,2,1,8,1,0,0,0,2,0,0,0,1
705.fa,0,0,0,2,8,0,1,0,0,0,0,0,0,5
0.fa,2,0,0,1,8,0,0,1,0,1,0,3,0,1
2432.fa,2,0,0,2,8,0,0,0,1,0,0,1,1,3
2631.fa,1,1,1,1,8,0,0,0,0,2,2,1,0,1
715.fa,1,1,0,3,8,0,0,0,0,0,1,0,0,4
1972.fa,1,1,0,3,8,0,1,1,1,0,0,0,2,1
2644.fa,0,0,2,0,8,0,0,1,0,1,1,0,1,5
802.fa,1,0,1,4,8,0,0,0,0,0,0,0,0,5
821.fa,1,1,0,1,8,0,0,1,0,1,0,0,3,3
2449.fa,6,0,1,2,8,1,0,0,0,1,0,0,0,1
398.fa,0,0,2,4,8,0,1,0,0,0,0,4,1,0
2149.fa,0,1,6,3,8,0,0,0,1,0,0,1,1,0
1156.fa,1,0,0,4,8,0,0,2,0,1,0,1,1,4
1161.fa,2,1,1,1,8,1,0,0,3,1,2,1,1,0
1282.fa,0,2,0,4,8,1,0,1,2,0,0,0,1,3
2724.fa,1,1,1,2,8,1,0,1,4,0,0,0,0,3
1129.fa,0,0,1,2,8,0,0,1,1,0,0,7,1,2
1856.fa,1,1,2,3,8,0,1,0,0,0,1,2,0,4
1935.fa,0,0,1,0,8,0,0,0,0,1,0,1,2,10
2015.fa,0,0,1,2,8,1,1,0,1,0,0,0,0,9
248.fa,0,0,7,6,8,0,0,0,0,0,1,0,0,1
1327.fa,4,0,1,3,8,1,0,0,1,0,1,0,1,4
2300.fa,0,0,3,3,8,0,2,1,2,1,2,0,0,2
404.fa,0,1,2,3,8,0,0,0,6,1,0,1,0,2
655.fa,0,2,3,4,8,0,0,0,0,2,2,1,0,2
1150.fa,1,0,1,0,8,0,8,0,0,0,0,1,0,6
1177.fa,1,0,1,3,8,0,1,0,0,1,2,4,2,2
1519.fa,0,1,4,1,8,0,1,0,0,0,1,0,0,9
1718.fa,1,1,0,2,8,0,1,1,0,0,2,3,1,5
320.fa,0,0,2,3,8,1,0,5,3,1,1,1,0,0
481.fa,1,3,1,4,8,0,1,0,0,0,0,1,0,6
555.fa,2,0,1,4,8,1,0,2,0,2,0,1,2,2
731.fa,1,0,2,4,8,0,0,0,1,0,0,1,3,5
1634.fa,1,0,2,4,8,1,0,2,1,1,2,1,0,3
782.fa,7,0,2,2,8,0,0,0,0,2,0,1,1,3
141.fa,2,0,4,0,8,0,0,1,0,3,0,1,4,4
1897.fa,3,0,2,0,8,0,0,6,0,0,0,0,2,6
328.fa,0,0,6,6,8,1,0,2,0,0,1,0,0,3
1087.fa,0,0,1,0,8,0,0,0,1,0,5,2,3,8
2004.fa,1,1,0,6,8,0,0,3,0,0,0,0,0,9
386.fa,3,0,1,0,8,3,0,0,2,2,1,4,1,3
829.fa,7,1,5,2,8,0,0,0,1,1,1,1,0,1
1143.fa,6,0,2,4,8,0,0,1,1,0,0,0,1,6
1493.fa,2,0,2,3,8,0,0,0,1,0,0,6,1,6
593.fa,0,0,0,4,8,0,0,0,2,4,1,2,1,7
1757.fa,1,0,0,5,8,1,0,0,0,0,1,9,0,5
190.fa,1,2,0,4,8,1,0,0,1,0,1,0,0,12
2013.fa,0,1,6,1,8,0,0,0,0,0,0,10,0,5
2492.fa,3,0,1,4,8,0,2,2,0,4,1,1,0,5
2703.fa,6,0,1,3,8,0,0,0,0,11,1,0,0,1
1261.fa,1,2,1,11,8,0,0,0,0,1,1,1,3,3
1476.fa,2,1,2,3,8,0,0,0,4,1,1,2,1,7
153.fa,0,1,0,6,8,1,0,1,1,3,0,0,0,11
1622.fa,4,0,5,7,8,0,0,0,3,4,0,0,0,2
351.fa,4,2,1,4,8,0,0,1,6,0,0,3,2,2
617.fa,1,0,0,0,8,0,0,0,5,0,1,0,2,16
824.fa,0,2,3,2,8,0,0,3,0,0,4,2,1,8
2078.fa,0,3,2,4,8,0,0,0,0,2,2,1,0,12
302.fa,2,1,2,3,8,0,0,0,0,0,2,1,3,12
855.fa,1,1,0,9,8,1,0,0,0,1,1,0,2,10
1497.fa,6,0,1,5,8,1,0,0,2,0,1,2,1,8
1544.fa,4,1,2,3,8,0,0,0,1,2,1,10,0,3
170.fa,1,0,0,5,8,0,5,12,0,0,0,0,0,4
2367.fa,3,10,2,0,8,0,0,0,0,1,1,0,2,8
1513.fa,4,0,4,3,8,2,0,0,1,0,1,1,6,6
2155.fa,8,1,0,8,8,0,1,0,1,0,2,0,4,3
1077.fa,1,1,5,3,8,0,6,0,2,1,1,1,0,8
1093.fa,0,0,1,6,8,2,7,1,1,3,1,1,0,6
2264.fa,2,1,2,3,8,1,0,1,1,0,3,2,4,9
1039.fa,2,3,5,3,8,0,1,0,1,0,1,3,1,10
1472.fa,4,1,7,1,8,0,0,1,1,0,2,0,0,13
1811.fa,3,1,4,8,8,0,0,2,0,1,1,2,0,8
142.fa,0,2,2,5,8,1,2,3,5,0,1,2,1,7
1160.fa,2,0,1,9,8,0,0,0,2,0,3,2,1,12
55.fa,1,0,1,7,8,0,0,0,0,0,0,0,9,14
425.fa,7,1,0,2,8,0,1,0,1,4,2,4,2,9
1452.fa,2,0,0,0,8,28,0,0,0,1,0,3,1,0
1820.fa,3,2,0,4,8,0,1,0,4,1,14,3,1,2
2715.fa,0,0,1,16,8,1,1,0,1,0,0,5,2,8
469.fa,2,3,2,4,8,0,0,0,1,0,1,1,0,21
1976.fa,9,4,6,2,8,0,1,2,0,0,1,2,1,8
2649.fa,9,0,2,0,8,0,0,1,10,0,2,0,0,12
925.fa,3,0,4,4,8,0,0,1,1,1,1,4,2,15
1374.fa,2,0,8,4,8,0,0,0,1,2,0,3,0,17
1076.fa,5,0,3,2,8,0,0,2,3,2,1,2,2,16
665.fa,1,1,3,7,8,0,0,0,0,2,1,1,1,21
1708.fa,16,0,1,9,8,1,1,0,2,0,0,3,1,5
395.fa,1,1,3,5,8,0,0,0,4,0,4,10,3,8
663.fa,3,1,3,9,8,0,6,1,0,1,0,0,1,15
908.fa,0,0,1,5,8,0,0,0,0,1,19,4,5,5
1034.fa,2,1,3,3,8,0,0,2,2,4,6,1,6,11
1321.fa,0,1,0,6,8,22,0,0,0,3,0,0,0,9
1712.fa,3,0,2,7,8,0,0,1,0,0,3,0,17,8
1825.fa,1,0,4,11,8,0,0,0,3,10,2,1,0,9
2507.fa,10,1,6,5,8,1,0,5,3,0,5,0,1,4
2630.fa,1,3,3,6,8,0,0,0,2,0,2,1,4,19
1256.fa,3,18,4,4,8,1,1,0,0,0,3,2,0,6
2518.fa,1,1,1,9,8,0,0,0,4,2,12,1,0,11
2563.fa,9,1,1,5,8,0,1,0,1,4,0,4,4,12
1197.fa,2,3,6,2,8,3,0,2,0,0,2,3,2,18
2081.fa,8,1,5,2,8,0,1,0,3,1,0,3,3,16
47.fa,0,0,1,8,8,1,0,0,22,0,0,1,1,10
527.fa,3,4,3,10,8,1,1,0,1,3,2,3,7,6
1697.fa,5,1,1,4,8,1,0,3,2,1,1,2,3,22
2207.fa,0,3,2,11,8,0,3,0,0,1,14,1,3,8
2270.fa,4,1,2,5,8,0,0,0,2,2,1,10,3,16
2333.fa,14,13,3,3,8,0,0,0,0,6,0,2,1,5
2664.fa,8,0,1,6,8,0,2,3,7,5,5,1,6,7
2160.fa,2,0,1,6,8,1,0,0,3,2,2,1,3,32
218.fa,3,1,5,9,8,0,1,1,2,3,4,5,6,15
2355.fa,3,3,3,9,8,2,0,3,2,0,5,4,3,21
2692.fa,22,0,10,6,8,0,0,1,1,3,4,2,2,7
940.fa,7,3,4,18,8,0,0,1,3,1,1,3,5,17
798.fa,2,1,4,8,8,0,0,0,2,1,0,37,4,9
362.fa,0,2,5,6,8,1,0,0,2,2,5,15,8,25
2522.fa,3,1,9,9,8,2,2,1,0,1,2,26,1,16
684.fa,16,0,3,4,8,1,0,2,19,1,1,3,5,18
2482.fa,53,1,3,7,8,0,0,0,3,6,4,5,0,3
922.fa,49,0,19,8,8,0,1,0,10,4,3,9,3,11
140.fa,0,0,2,4,8,1,0,0,2,0,2,6,1,154
1898.fa,0,0,0,1,7,0,0,0,0,0,0,0,1,2
1392.fa,1,0,0,1,7,0,0,0,0,0,1,0,0,2
681.fa,0,0,3,0,7,0,0,0,0,0,1,0,0,1
2086.fa,0,0,1,0,7,1,0,0,0,0,0,0,0,4
2152.fa,0,0,0,1,7,1,0,0,0,0,0,0,1,3
1653.fa,0,0,0,4,7,0,0,0,1,1,0,1,0,0
2023.fa,1,2,1,0,7,0,0,0,0,0,1,0,0,2
2436.fa,0,1,0,0,7,0,0,2,0,0,0,0,0,4
1542.fa,0,0,1,2,7,0,0,1,0,0,0,2,0,2
159.fa,4,0,1,0,7,0,0,0,2,0,0,0,0,1
2699.fa,1,0,1,1,7,0,2,0,0,1,0,1,0,1
648.fa,1,0,1,3,7,0,1,0,1,0,0,0,0,2
1409.fa,0,0,1,1,7,0,0,0,0,1,0,1,2,4
2481.fa,2,0,0,0,7,0,0,0,1,0,1,1,1,4
102.fa,0,0,1,1,7,0,1,0,0,0,0,1,1,6
1647.fa,1,0,2,2,7,0,0,0,0,0,1,1,1,3
658.fa,0,0,0,2,7,0,0,1,0,0,2,0,5,1
728.fa,3,0,0,5,7,0,0,0,0,0,1,2,0,0
1652.fa,1,0,2,1,7,3,0,0,0,1,0,2,2,0
300.fa,3,0,0,1,7,0,1,0,2,0,0,2,0,4
897.fa,0,0,2,2,7,0,0,0,0,0,1,2,1,5
1509.fa,2,1,0,2,7,0,5,0,0,1,1,1,0,1
2413.fa,1,0,1,0,7,0,0,0,1,2,6,0,0,3
1188.fa,0,0,0,1,7,0,0,0,0,0,2,4,0,8
1527.fa,3,0,1,4,7,0,0,0,0,0,0,2,1,4
926.fa,0,0,2,7,7,0,1,0,2,0,0,1,0,2
1155.fa,1,0,3,4,7,0,1,0,0,2,3,1,0,1
1448.fa,1,1,1,2,7,0,0,0,0,1,5,0,2,3
1659.fa,1,0,1,2,7,0,0,1,1,2,2,2,0,4
1689.fa,0,0,0,6,7,0,1,0,0,0,1,2,2,4
1720.fa,2,0,1,2,7,0,0,0,1,0,2,2,0,6
1679.fa,1,1,1,8,7,0,0,0,0,0,0,0,0,6
233.fa,2,0,0,3,7,1,0,0,0,0,2,0,0,9
2578.fa,4,0,1,1,7,2,0,0,0,1,0,1,1,6
315.fa,0,1,0,3,7,0,0,0,2,2,2,2,2,3
680.fa,1,0,3,5,7,0,1,0,1,1,1,1,2,1
10.fa,0,0,1,2,7,1,10,0,0,0,0,1,1,2
1576.fa,5,1,2,0,7,2,1,1,0,0,0,2,0,4
172.fa,1,0,1,4,7,0,1,0,0,2,1,1,1,6
1800.fa,0,0,1,3,7,0,1,0,1,0,0,1,1,10
2218.fa,1,1,2,5,7,0,0,0,0,0,0,1,0,8
2235.fa,0,0,1,1,7,1,0,3,0,1,6,1,1,3
956.fa,0,3,0,6,7,0,1,1,1,0,0,0,5,1
1240.fa,1,1,5,6,7,0,1,0,1,0,2,0,0,2
1467.fa,2,1,1,5,7,0,0,0,3,0,0,1,2,4
1650.fa,2,0,0,6,7,0,0,0,0,0,8,1,0,2
1996.fa,0,1,2,4,7,0,0,0,1,2,1,3,2,3
2263.fa,0,0,0,3,7,1,0,0,0,0,10,0,0,5
2291.fa,1,1,3,2,7,0,1,1,1,2,2,4,0,1
621.fa,0,1,0,8,7,0,0,0,0,0,1,0,1,8
1125.fa,0,0,0,0,7,0,0,0,1,0,0,0,0,19
1417.fa,0,0,1,4,7,1,0,12,0,0,0,0,0,2
1848.fa,1,1,1,5,7,0,2,0,1,1,1,0,1,6
691.fa,0,0,1,3,7,1,0,1,0,0,0,2,0,12
1200.fa,0,2,3,4,7,0,1,0,1,0,5,1,0,4
1957.fa,0,1,5,2,7,0,1,0,0,0,0,2,2,8
2.fa,0,1,0,3,7,0,0,0,1,2,1,4,1,8
2248.fa,0,0,0,3,7,0,0,1,0,0,0,14,0,3
390.fa,0,0,6,5,7,0,0,1,1,0,2,0,0,6
92.fa,2,0,5,4,7,0,1,0,3,1,1,1,0,3
