file	brenneri	briggsae	doughertyi	elegans	inopinata	latens	nigoni	remanei	sinica	sp26	sp40	tropicalis	wallacei	kamaaina	elegans_gene_id	prot_length	elegans_gene_id.1	Your.Input	Public.Name	brenneri_fra	briggsae_fra	doughertyi_fra	elegans_fra	inopinata_fra	latens_fra	nigoni_fra	remanei_fra	sinica_fra	sp26_fra	sp40_fra	tropicalis_fra	wallacei_fra	kamaaina_fra	mean_spsp_aa	brenneri_spsp_over_mean	briggsae_spsp_over_mean	doughertyi_spsp_over_mean	elegans_spsp_over_mean	inopinata_spsp_over_mean	latens_spsp_over_mean	nigoni_spsp_over_mean	remanei_spsp_over_mean	sinica_spsp_over_mean	sp26_spsp_over_mean	sp40_spsp_over_mean	tropicalis_spsp_over_mean	wallacei_spsp_over_mean	kamaaina_spsp_over_mean	high_inop_spsp
251.fa	1	0	1	0	2	0	0	0	0	0	0	0	0	0	T07F10.4	238	T07F10.4	T07F10.4	bus-19	0.00420168067226891	0	0.00420168067226891	0	0.00840336134453781	0	0	0	0	0	0	0	0	0	0.285714285714286	3.5	0	3.5	0	7	0	0	0	0	0	0	0	0	0	FALSE
2510.fa	3	0	0	11	9	0	0	0	0	0	0	6	5	4	D1022.6	353	D1022.6	D1022.6	sro-1	0.0084985835694051	0	0	0.0311614730878187	0.0254957507082153	0	0	0	0	0	0	0.0169971671388102	0.0141643059490085	0.0113314447592068	2.71428571428571	1.10526315789474	0	0	4.05263157894737	3.31578947368421	0	0	0	0	0	0	2.21052631578947	1.84210526315789	1.47368421052632	FALSE
2511.fa	0	1	2	0	10	0	0	0	0	0	1	0	0	1	C07E3.9	151	C07E3.9	C07E3.9	C07E3.9	0	0.00662251655629139	0.0132450331125828	0	0.0662251655629139	0	0	0	0	0	0.00662251655629139	0	0	0.00662251655629139	1.07142857142857	0	0.933333333333333	1.86666666666667	0	9.33333333333333	0	0	0	0	0	0.933333333333333	0	0	0.933333333333333	TRUE
2512.fa	0	0	0	1	1	0	0	1	9	0	1	0	0	3	C30G12.4	113	C30G12.4	C30G12.4	C30G12.4	0	0	0	0.00884955752212389	0.00884955752212389	0	0	0.00884955752212389	0.079646017699115	0	0.00884955752212389	0	0	0.0265486725663717	1.14285714285714	0	0	0	0.875	0.875	0	0	0.875	7.875	0	0.875	0	0	2.625	FALSE
2513.fa	0	0	2	0	0	0	0	0	0	1	0	0	0	0	Y50E8A.3	94	Y50E8A.3	Y50E8A.3	oig-3	0	0	0.0212765957446809	0	0	0	0	0	0	0.0106382978723404	0	0	0	0	0.214285714285714	0	0	9.33333333333333	0	0	0	0	0	0	4.66666666666667	0	0	0	0	FALSE
2514.fa	6	1	1	6	34	2	0	0	0	3	0	1	0	12	K02F2.6	591	K02F2.6	K02F2.6	ser-3	0.0101522842639594	0.00169204737732657	0.00169204737732657	0.0101522842639594	0.0575296108291032	0.00338409475465313	0	0	0	0.0050761421319797	0	0.00169204737732657	0	0.0203045685279188	4.71428571428571	1.27272727272727	0.212121212121212	0.212121212121212	1.27272727272727	7.21212121212121	0.424242424242424	0	0	0	0.636363636363636	0	0.212121212121212	0	2.54545454545455	FALSE
2515.fa	1	1	1	2	14	0	1	2	0	0	1	0	0	6	W09D12.1	227	W09D12.1	W09D12.1	zmp-4	0.00440528634361234	0.00440528634361234	0.00440528634361234	0.00881057268722467	0.0616740088105727	0	0.00440528634361234	0.00881057268722467	0	0	0.00440528634361234	0	0	0.026431718061674	2.07142857142857	0.482758620689655	0.482758620689655	0.482758620689655	0.96551724137931	6.75862068965517	0	0.482758620689655	0.96551724137931	0	0	0.482758620689655	0	0	2.89655172413793	TRUE
2516.fa	3	2	3	4	11	1	0	0	2	0	2	2	2	7	T05H10.8	323	T05H10.8	T05H10.8	T05H10.8	0.00928792569659443	0.00619195046439629	0.00928792569659443	0.0123839009287926	0.0340557275541796	0.00309597523219814	0	0	0.00619195046439629	0	0.00619195046439629	0.00619195046439629	0.00619195046439629	0.021671826625387	2.78571428571429	1.07692307692308	0.717948717948718	1.07692307692308	1.43589743589744	3.94871794871795	0.358974358974359	0	0	0.717948717948718	0	0.717948717948718	0.717948717948718	0.717948717948718	2.51282051282051	FALSE
2517.fa	2	0	0	0	0	2	0	4	0	1	1	0	0	2	T07A5.7	65	T07A5.7	T07A5.7	T07A5.7	0.0307692307692308	0	0	0	0	0.0307692307692308	0	0.0615384615384615	0	0.0153846153846154	0.0153846153846154	0	0	0.0307692307692308	0.857142857142857	2.33333333333333	0	0	0	0	2.33333333333333	0	4.66666666666667	0	1.16666666666667	1.16666666666667	0	0	2.33333333333333	FALSE
2518.fa	1	1	1	9	8	0	0	0	4	2	12	1	0	11	W09B12.1	607	W09B12.1	W09B12.1	ace-1	0.00164744645799012	0.00164744645799012	0.00164744645799012	0.014827018121911	0.0131795716639209	0	0	0	0.00658978583196046	0.00329489291598023	0.0197693574958814	0.00164744645799012	0	0.0181219110378913	3.57142857142857	0.28	0.28	0.28	2.52	2.24	0	0	0	1.12	0.56	3.36	0.28	0	3.08	FALSE
2519.fa	3	2	3	4	14	1	0	0	1	3	4	4	1	35	T07H6.1	656	T07H6.1	T07H6.1	cest-16	0.00457317073170732	0.00304878048780488	0.00457317073170732	0.00609756097560976	0.0213414634146341	0.00152439024390244	0	0	0.00152439024390244	0.00457317073170732	0.00609756097560976	0.00609756097560976	0.00152439024390244	0.0533536585365854	5.35714285714286	0.56	0.373333333333333	0.56	0.746666666666667	2.61333333333333	0.186666666666667	0	0	0.186666666666667	0.56	0.746666666666667	0.746666666666667	0.186666666666667	6.53333333333333	FALSE
252.fa	8	0	0	1	1	0	0	0	0	0	0	0	0	5	T12D8.6	142	T12D8.6	T12D8.6	mlc-5	0.0563380281690141	0	0	0.00704225352112676	0.00704225352112676	0	0	0	0	0	0	0	0	0.0352112676056338	1.07142857142857	7.46666666666667	0	0	0.933333333333333	0.933333333333333	0	0	0	0	0	0	0	0	4.66666666666667	FALSE
2520.fa	14	0	2	6	14	0	1	1	3	2	0	2	1	7	F32H5.4	483	F32H5.4	F32H5.4	F32H5.4	0.0289855072463768	0	0.0041407867494824	0.0124223602484472	0.0289855072463768	0	0.0020703933747412	0.0020703933747412	0.0062111801242236	0.0041407867494824	0	0.0041407867494824	0.0020703933747412	0.0144927536231884	3.78571428571429	3.69811320754717	0	0.528301886792453	1.58490566037736	3.69811320754717	0	0.264150943396226	0.264150943396226	0.792452830188679	0.528301886792453	0	0.528301886792453	0.264150943396226	1.84905660377358	FALSE
2521.fa	3	6	1	0	1	0	0	0	0	0	0	0	0	1	F48C1.1	66	F48C1.1	F48C1.1	aman-3	0.0454545454545455	0.0909090909090909	0.0151515151515152	0	0.0151515151515152	0	0	0	0	0	0	0	0	0.0151515151515152	0.857142857142857	3.5	7	1.16666666666667	0	1.16666666666667	0	0	0	0	0	0	0	0	1.16666666666667	FALSE
2522.fa	3	1	9	9	8	2	2	1	0	1	2	26	1	16	F28D1.10	523	F28D1.10	F28D1.10	gex-3	0.00573613766730402	0.00191204588910134	0.017208413001912	0.017208413001912	0.0152963671128107	0.00382409177820268	0.00382409177820268	0.00191204588910134	0	0.00191204588910134	0.00382409177820268	0.0497131931166348	0.00191204588910134	0.0305927342256214	5.78571428571429	0.518518518518518	0.172839506172839	1.55555555555556	1.55555555555556	1.38271604938272	0.345679012345679	0.345679012345679	0.172839506172839	0	0.172839506172839	0.345679012345679	4.49382716049383	0.172839506172839	2.76543209876543	FALSE
2523.fa	1	0	0	2	6	2	0	0	0	1	2	0	0	0	C24A11.9	83	C24A11.9	C24A11.9	coq-1	0.0120481927710843	0	0	0.0240963855421687	0.072289156626506	0.0240963855421687	0	0	0	0.0120481927710843	0.0240963855421687	0	0	0	1	1	0	0	2	6	2	0	0	0	1	2	0	0	0	TRUE
2524.fa	6	5	13	7	25	0	0	0	1	3	5	7	4	12	ZK792.5	579	ZK792.5	ZK792.5	ZK792.5	0.0103626943005181	0.00863557858376511	0.0224525043177893	0.0120898100172712	0.0431778929188256	0	0	0	0.00172711571675302	0.00518134715025907	0.00863557858376511	0.0120898100172712	0.00690846286701209	0.0207253886010363	6.28571428571429	0.954545454545455	0.795454545454546	2.06818181818182	1.11363636363636	3.97727272727273	0	0	0	0.159090909090909	0.477272727272727	0.795454545454546	1.11363636363636	0.636363636363636	1.90909090909091	FALSE
2525.fa	0	2	3	1	4	8	5	1	0	2	3	18	2	9	C45B11.6	290	C45B11.6	C45B11.6	C45B11.6	0	0.00689655172413793	0.0103448275862069	0.00344827586206897	0.0137931034482759	0.0275862068965517	0.0172413793103448	0.00344827586206897	0	0.00689655172413793	0.0103448275862069	0.0620689655172414	0.00689655172413793	0.0310344827586207	4.14285714285714	0	0.482758620689655	0.724137931034483	0.241379310344828	0.96551724137931	1.93103448275862	1.20689655172414	0.241379310344828	0	0.482758620689655	0.724137931034483	4.3448275862069	0.482758620689655	2.17241379310345	FALSE
2526.fa	4	1	1	6	11	1	0	1	0	0	3	2	0	11	F31F6.7	268	F31F6.7	F31F6.7	lips-8	0.0149253731343284	0.00373134328358209	0.00373134328358209	0.0223880597014925	0.041044776119403	0.00373134328358209	0	0.00373134328358209	0	0	0.0111940298507463	0.00746268656716418	0	0.041044776119403	2.92857142857143	1.36585365853659	0.341463414634146	0.341463414634146	2.04878048780488	3.75609756097561	0.341463414634146	0	0.341463414634146	0	0	1.02439024390244	0.682926829268293	0	3.75609756097561	FALSE
2527.fa	2	4	0	7	7	0	0	1	0	1	1	0	0	7	T21D12.7	399	T21D12.7	T21D12.7	T21D12.7	0.0050125313283208	0.0100250626566416	0	0.0175438596491228	0.0175438596491228	0	0	0.0025062656641604	0	0.0025062656641604	0.0025062656641604	0	0	0.0175438596491228	2.14285714285714	0.933333333333333	1.86666666666667	0	3.26666666666667	3.26666666666667	0	0	0.466666666666667	0	0.466666666666667	0.466666666666667	0	0	3.26666666666667	FALSE
2528.fa	0	0	0	0	9	3	0	1	1	1	1	0	0	3	C34E10.6	510	C34E10.6	C34E10.6	atp-2	0	0	0	0	0.0176470588235294	0.00588235294117647	0	0.00196078431372549	0.00196078431372549	0.00196078431372549	0.00196078431372549	0	0	0.00588235294117647	1.35714285714286	0	0	0	0	6.63157894736842	2.21052631578947	0	0.736842105263158	0.736842105263158	0.736842105263158	0.736842105263158	0	0	2.21052631578947	FALSE
2529.fa	0	0	1	1	6	0	0	0	0	0	0	0	0	9	Y43C5A.4	125	Y43C5A.4	Y43C5A.4	Y43C5A.4	0	0	0.008	0.008	0.048	0	0	0	0	0	0	0	0	0.072	1.21428571428571	0	0	0.823529411764706	0.823529411764706	4.94117647058824	0	0	0	0	0	0	0	0	7.41176470588235	FALSE
253.fa	1	0	1	2	5	0	0	0	2	0	0	2	2	5	C25F6.1	164	C25F6.1	C25F6.1	C25F6.1	0.00609756097560976	0	0.00609756097560976	0.0121951219512195	0.0304878048780488	0	0	0	0.0121951219512195	0	0	0.0121951219512195	0.0121951219512195	0.0304878048780488	1.42857142857143	0.7	0	0.7	1.4	3.5	0	0	0	1.4	0	0	1.4	1.4	3.5	FALSE
2530.fa	0	0	1	2	6	0	3	0	1	0	1	2	2	3	C54D10.10	156	C54D10.10	C54D10.10	C54D10.10	0	0	0.00641025641025641	0.0128205128205128	0.0384615384615385	0	0.0192307692307692	0	0.00641025641025641	0	0.00641025641025641	0.0128205128205128	0.0128205128205128	0.0192307692307692	1.5	0	0	0.666666666666667	1.33333333333333	4	0	2	0	0.666666666666667	0	0.666666666666667	1.33333333333333	1.33333333333333	2	FALSE
2531.fa	4	2	6	4	11	0	0	0	0	0	0	8	1	17	F52H3.3	368	F52H3.3	F52H3.3	bath-38	0.0108695652173913	0.00543478260869565	0.016304347826087	0.0108695652173913	0.0298913043478261	0	0	0	0	0	0	0.0217391304347826	0.00271739130434783	0.046195652173913	3.78571428571429	1.05660377358491	0.528301886792453	1.58490566037736	1.05660377358491	2.90566037735849	0	0	0	0	0	0	2.11320754716981	0.264150943396226	4.49056603773585	FALSE
2532.fa	15	0	2	2	2	0	0	0	0	0	3	0	0	1	C10C6.2	200	C10C6.2	C10C6.2	npr-3	0.075	0	0.01	0.01	0.01	0	0	0	0	0	0.015	0	0	0.005	1.78571428571429	8.4	0	1.12	1.12	1.12	0	0	0	0	0	1.68	0	0	0.56	FALSE
2533.fa	3	0	2	5	6	0	0	0	0	4	0	0	2	10	Y48C3A.11	282	Y48C3A.11	Y48C3A.11	dmsr-3	0.0106382978723404	0	0.00709219858156028	0.0177304964539007	0.0212765957446809	0	0	0	0	0.0141843971631206	0	0	0.00709219858156028	0.0354609929078014	2.28571428571429	1.3125	0	0.875	2.1875	2.625	0	0	0	0	1.75	0	0	0.875	4.375	FALSE
2535.fa	2	0	2	0	4	0	0	0	0	1	2	0	0	7	Y62E10A.10	234	Y62E10A.10	Y62E10A.10	emc-3	0.00854700854700855	0	0.00854700854700855	0	0.0170940170940171	0	0	0	0	0.00427350427350427	0.00854700854700855	0	0	0.0299145299145299	1.28571428571429	1.55555555555556	0	1.55555555555556	0	3.11111111111111	0	0	0	0	0.777777777777778	1.55555555555556	0	0	5.44444444444444	FALSE
2536.fa	13	2	2	28	40	2	2	2	11	7	10	7	4	38	T21C9.6	1209	T21C9.6	T21C9.6	T21C9.6	0.010752688172043	0.00165425971877585	0.00165425971877585	0.0231596360628619	0.033085194375517	0.00165425971877585	0.00165425971877585	0.00165425971877585	0.00909842845326716	0.00578990901571547	0.00827129859387924	0.00578990901571547	0.0033085194375517	0.0314309346567411	12	1.08333333333333	0.166666666666667	0.166666666666667	2.33333333333333	3.33333333333333	0.166666666666667	0.166666666666667	0.166666666666667	0.916666666666667	0.583333333333333	0.833333333333333	0.583333333333333	0.333333333333333	3.16666666666667	FALSE
2537.fa	0	0	0	0	2	0	0	0	0	0	1	0	0	2	C05A2.1	192	C05A2.1	C05A2.1	pph-1	0	0	0	0	0.0104166666666667	0	0	0	0	0	0.00520833333333333	0	0	0.0104166666666667	0.357142857142857	0	0	0	0	5.6	0	0	0	0	0	2.8	0	0	5.6	FALSE
2538.fa	3	1	1	3	2	2	0	0	0	1	1	0	2	10	ZC477.5	282	ZC477.5	ZC477.5	rde-8	0.0106382978723404	0.00354609929078014	0.00354609929078014	0.0106382978723404	0.00709219858156028	0.00709219858156028	0	0	0	0.00354609929078014	0.00354609929078014	0	0.00709219858156028	0.0354609929078014	1.85714285714286	1.61538461538462	0.538461538461538	0.538461538461538	1.61538461538462	1.07692307692308	1.07692307692308	0	0	0	0.538461538461538	0.538461538461538	0	1.07692307692308	5.38461538461538	FALSE
2539.fa	7	1	6	19	11	1	5	0	1	2	1	1	6	41	F32H2.1	859	F32H2.1	F32H2.1	snpc-4	0.00814901047729918	0.00116414435389988	0.0069848661233993	0.0221187427240978	0.0128055878928987	0.00116414435389988	0.00582072176949942	0	0.00116414435389988	0.00232828870779977	0.00116414435389988	0.00116414435389988	0.0069848661233993	0.0477299185098952	7.28571428571429	0.96078431372549	0.137254901960784	0.823529411764706	2.6078431372549	1.50980392156863	0.137254901960784	0.686274509803922	0	0.137254901960784	0.274509803921569	0.137254901960784	0.137254901960784	0.823529411764706	5.62745098039216	FALSE
254.fa	1	3	0	4	37	1	2	0	0	3	2	2	3	13	C06E8.5	549	C06E8.5	C06E8.5	C06E8.5	0.00182149362477231	0.00546448087431694	0	0.00728597449908925	0.0673952641165756	0.00182149362477231	0.00364298724954463	0	0	0.00546448087431694	0.00364298724954463	0.00364298724954463	0.00546448087431694	0.0236794171220401	5.07142857142857	0.197183098591549	0.591549295774648	0	0.788732394366197	7.29577464788732	0.197183098591549	0.394366197183099	0	0	0.591549295774648	0.394366197183099	0.394366197183099	0.591549295774648	2.56338028169014	TRUE
2540.fa	6	1	5	5	24	2	1	2	1	2	2	8	2	10	W06D4.4	596	W06D4.4	W06D4.4	prmt-7	0.0100671140939597	0.00167785234899329	0.00838926174496644	0.00838926174496644	0.0402684563758389	0.00335570469798658	0.00167785234899329	0.00335570469798658	0.00167785234899329	0.00335570469798658	0.00335570469798658	0.0134228187919463	0.00335570469798658	0.0167785234899329	5.07142857142857	1.1830985915493	0.197183098591549	0.985915492957746	0.985915492957746	4.73239436619718	0.394366197183099	0.197183098591549	0.394366197183099	0.197183098591549	0.394366197183099	0.394366197183099	1.57746478873239	0.394366197183099	1.97183098591549	FALSE
2541.fa	6	1	2	7	1	1	0	0	4	1	2	1	1	11	Y59E9AL.36	356	Y59E9AL.36	Y59E9AL.36	Y59E9AL.36	0.0168539325842697	0.00280898876404494	0.00561797752808989	0.0196629213483146	0.00280898876404494	0.00280898876404494	0	0	0.0112359550561798	0.00280898876404494	0.00561797752808989	0.00280898876404494	0.00280898876404494	0.0308988764044944	2.71428571428571	2.21052631578947	0.368421052631579	0.736842105263158	2.57894736842105	0.368421052631579	0.368421052631579	0	0	1.47368421052632	0.368421052631579	0.736842105263158	0.368421052631579	0.368421052631579	4.05263157894737	FALSE
2542.fa	2	1	1	0	13	0	0	1	9	1	0	0	1	4	K10C9.3	178	K10C9.3	K10C9.3	rnst-2	0.0112359550561798	0.00561797752808989	0.00561797752808989	0	0.0730337078651685	0	0	0.00561797752808989	0.050561797752809	0.00561797752808989	0	0	0.00561797752808989	0.0224719101123595	2.35714285714286	0.848484848484849	0.424242424242424	0.424242424242424	0	5.51515151515151	0	0	0.424242424242424	3.81818181818182	0.424242424242424	0	0	0.424242424242424	1.6969696969697	TRUE
2543.fa	1	0	1	14	9	0	0	1	0	0	2	1	2	16	C05B10.1	346	C05B10.1	C05B10.1	lip-1	0.00289017341040462	0	0.00289017341040462	0.0404624277456647	0.0260115606936416	0	0	0.00289017341040462	0	0	0.00578034682080925	0.00289017341040462	0.00578034682080925	0.046242774566474	3.35714285714286	0.297872340425532	0	0.297872340425532	4.17021276595745	2.68085106382979	0	0	0.297872340425532	0	0	0.595744680851064	0.297872340425532	0.595744680851064	4.76595744680851	FALSE
2544.fa	3	2	1	16	32	0	1	2	2	1	2	4	1	26	F56E3.3	1534	F56E3.3	F56E3.3	klp-4	0.00195567144719687	0.00130378096479791	0.000651890482398957	0.0104302477183833	0.0208604954367666	0	0.000651890482398957	0.00130378096479791	0.00130378096479791	0.000651890482398957	0.00130378096479791	0.00260756192959583	0.000651890482398957	0.0169491525423729	6.64285714285714	0.451612903225806	0.301075268817204	0.150537634408602	2.40860215053763	4.81720430107527	0	0.150537634408602	0.301075268817204	0.301075268817204	0.150537634408602	0.301075268817204	0.602150537634409	0.150537634408602	3.91397849462366	FALSE
2545.fa	0	0	13	0	4	0	0	0	0	0	0	0	0	3	K07A9.2	96	K07A9.2	K07A9.2	cmk-1	0	0	0.135416666666667	0	0.0416666666666667	0	0	0	0	0	0	0	0	0.03125	1.42857142857143	0	0	9.1	0	2.8	0	0	0	0	0	0	0	0	2.1	FALSE
2546.fa	0	1	2	1	5	2	0	1	0	0	0	2	3	4	D2089.3	133	D2089.3	D2089.3	D2089.3	0	0.0075187969924812	0.0150375939849624	0.0075187969924812	0.037593984962406	0.0150375939849624	0	0.0075187969924812	0	0	0	0.0150375939849624	0.0225563909774436	0.0300751879699248	1.5	0	0.666666666666667	1.33333333333333	0.666666666666667	3.33333333333333	1.33333333333333	0	0.666666666666667	0	0	0	1.33333333333333	2	2.66666666666667	FALSE
2547.fa	36	0	2	7	4	0	1	0	0	1	1	0	2	1	R107.1	349	R107.1	R107.1	nac-2	0.103151862464183	0	0.00573065902578797	0.0200573065902579	0.0114613180515759	0	0.00286532951289398	0	0	0.00286532951289398	0.00286532951289398	0	0.00573065902578797	0.00286532951289398	3.92857142857143	9.16363636363636	0	0.509090909090909	1.78181818181818	1.01818181818182	0	0.254545454545455	0	0	0.254545454545455	0.254545454545455	0	0.509090909090909	0.254545454545455	FALSE
2548.fa	6	1	2	14	43	1	0	0	0	2	11	4	2	17	M110.7	679	M110.7	M110.7	M110.7	0.00883652430044183	0.00147275405007364	0.00294550810014728	0.0206185567010309	0.0633284241531664	0.00147275405007364	0	0	0	0.00294550810014728	0.01620029455081	0.00589101620029455	0.00294550810014728	0.0250368188512518	7.35714285714286	0.815533980582524	0.135922330097087	0.271844660194175	1.90291262135922	5.84466019417476	0.135922330097087	0	0	0	0.271844660194175	1.49514563106796	0.543689320388349	0.271844660194175	2.31067961165049	TRUE
2549.fa	0	0	0	1	10	0	0	0	0	0	0	0	0	2	C35C5.4	195	C35C5.4	C35C5.4	mig-2	0	0	0	0.00512820512820513	0.0512820512820513	0	0	0	0	0	0	0	0	0.0102564102564103	0.928571428571429	0	0	0	1.07692307692308	10.7692307692308	0	0	0	0	0	0	0	0	2.15384615384615	FALSE
255.fa	5	2	5	9	12	0	2	0	2	0	2	6	0	18	K06A1.4	485	K06A1.4	K06A1.4	nhr-22	0.0103092783505155	0.00412371134020619	0.0103092783505155	0.0185567010309278	0.0247422680412371	0	0.00412371134020619	0	0.00412371134020619	0	0.00412371134020619	0.0123711340206186	0	0.0371134020618557	4.5	1.11111111111111	0.444444444444444	1.11111111111111	2	2.66666666666667	0	0.444444444444444	0	0.444444444444444	0	0.444444444444444	1.33333333333333	0	4	FALSE
2550.fa	13	3	7	23	70	2	2	3	16	13	12	7	5	86	C25H3.8	1985	C25H3.8	C25H3.8	not found	0.00654911838790932	0.00151133501259446	0.0035264483627204	0.0115869017632242	0.035264483627204	0.00100755667506297	0.00100755667506297	0.00151133501259446	0.00806045340050378	0.00654911838790932	0.00604534005037783	0.0035264483627204	0.00251889168765743	0.0433249370277078	18.7142857142857	0.694656488549618	0.16030534351145	0.374045801526718	1.22900763358779	3.74045801526718	0.106870229007634	0.106870229007634	0.16030534351145	0.854961832061069	0.694656488549618	0.641221374045801	0.374045801526718	0.267175572519084	4.59541984732824	FALSE
2551.fa	0	0	0	0	4	0	0	0	0	0	0	0	0	1	C39F7.4	197	C39F7.4	C39F7.4	rab-1	0	0	0	0	0.0203045685279188	0	0	0	0	0	0	0	0	0.0050761421319797	0.357142857142857	0	0	0	0	11.2	0	0	0	0	0	0	0	0	2.8	FALSE
2552.fa	0	1	3	1	4	0	1	0	0	0	1	1	2	1	Y71G12B.15	175	Y71G12B.15	Y71G12B.15	ubc-3	0	0.00571428571428571	0.0171428571428571	0.00571428571428571	0.0228571428571429	0	0.00571428571428571	0	0	0	0.00571428571428571	0.00571428571428571	0.0114285714285714	0.00571428571428571	1.07142857142857	0	0.933333333333333	2.8	0.933333333333333	3.73333333333333	0	0.933333333333333	0	0	0	0.933333333333333	0.933333333333333	1.86666666666667	0.933333333333333	FALSE
2554.fa	1	2	1	8	18	0	3	1	1	0	0	0	10	9	T19B10.9	323	T19B10.9	T19B10.9	mam-4	0.00309597523219814	0.00619195046439629	0.00309597523219814	0.0247678018575851	0.0557275541795666	0	0.00928792569659443	0.00309597523219814	0.00309597523219814	0	0	0	0.0309597523219814	0.0278637770897833	3.85714285714286	0.259259259259259	0.518518518518518	0.259259259259259	2.07407407407407	4.66666666666667	0	0.777777777777778	0.259259259259259	0.259259259259259	0	0	0	2.59259259259259	2.33333333333333	FALSE
2555.fa	5	0	1	3	4	0	0	0	0	0	0	0	2	9	F54E4.2	167	F54E4.2	F54E4.2	F54E4.2	0.029940119760479	0	0.00598802395209581	0.0179640718562874	0.0239520958083832	0	0	0	0	0	0	0	0.0119760479041916	0.0538922155688623	1.71428571428571	2.91666666666667	0	0.583333333333333	1.75	2.33333333333333	0	0	0	0	0	0	0	1.16666666666667	5.25	FALSE
2556.fa	9	5	1	7	15	0	1	1	1	1	4	15	3	13	K09H11.1	410	K09H11.1	K09H11.1	acds-10	0.0219512195121951	0.0121951219512195	0.0024390243902439	0.0170731707317073	0.0365853658536585	0	0.0024390243902439	0.0024390243902439	0.0024390243902439	0.0024390243902439	0.00975609756097561	0.0365853658536585	0.00731707317073171	0.0317073170731707	5.42857142857143	1.65789473684211	0.921052631578947	0.184210526315789	1.28947368421053	2.76315789473684	0	0.184210526315789	0.184210526315789	0.184210526315789	0.184210526315789	0.736842105263158	2.76315789473684	0.552631578947368	2.39473684210526	FALSE
2557.fa	5	3	3	6	23	1	4	1	1	0	2	2	2	11	R03A10.3	439	R03A10.3	R03A10.3	mocs-1	0.0113895216400911	0.00683371298405467	0.00683371298405467	0.0136674259681093	0.0523917995444191	0.00227790432801822	0.00911161731207289	0.00227790432801822	0.00227790432801822	0	0.00455580865603645	0.00455580865603645	0.00455580865603645	0.0250569476082005	4.57142857142857	1.09375	0.65625	0.65625	1.3125	5.03125	0.21875	0.875	0.21875	0.21875	0	0.4375	0.4375	0.4375	2.40625	FALSE
2558.fa	13	1	1	18	17	0	0	0	0	4	3	1	3	10	Y71A12B.9	499	Y71A12B.9	Y71A12B.9	usp-3	0.0260521042084168	0.00200400801603206	0.00200400801603206	0.0360721442885772	0.0340681362725451	0	0	0	0	0.00801603206412826	0.00601202404809619	0.00200400801603206	0.00601202404809619	0.0200400801603206	5.07142857142857	2.56338028169014	0.197183098591549	0.197183098591549	3.54929577464789	3.35211267605634	0	0	0	0	0.788732394366197	0.591549295774648	0.197183098591549	0.591549295774648	1.97183098591549	FALSE
2559.fa	8	1	2	9	6	1	0	0	4	3	4	2	4	7	Y38C1AA.2	355	Y38C1AA.2	Y38C1AA.2	csn-3	0.0225352112676056	0.0028169014084507	0.00563380281690141	0.0253521126760563	0.0169014084507042	0.0028169014084507	0	0	0.0112676056338028	0.00845070422535211	0.0112676056338028	0.00563380281690141	0.0112676056338028	0.0197183098591549	3.64285714285714	2.19607843137255	0.274509803921569	0.549019607843137	2.47058823529412	1.64705882352941	0.274509803921569	0	0	1.09803921568627	0.823529411764706	1.09803921568627	0.549019607843137	1.09803921568627	1.92156862745098	FALSE
256.fa	0	1	3	3	5	0	0	5	0	0	5	0	1	3	F53A9.9	119	F53A9.9	F53A9.9	F53A9.9	0	0.00840336134453781	0.0252100840336134	0.0252100840336134	0.0420168067226891	0	0	0.0420168067226891	0	0	0.0420168067226891	0	0.00840336134453781	0.0252100840336134	1.85714285714286	0	0.538461538461538	1.61538461538462	1.61538461538462	2.69230769230769	0	0	2.69230769230769	0	0	2.69230769230769	0	0.538461538461538	1.61538461538462	FALSE
2560.fa	3	0	0	9	10	0	0	0	0	0	1	3	0	15	C32F10.4	227	C32F10.4	C32F10.4	C32F10.4	0.013215859030837	0	0	0.039647577092511	0.0440528634361234	0	0	0	0	0	0.00440528634361234	0.013215859030837	0	0.066079295154185	2.92857142857143	1.02439024390244	0	0	3.07317073170732	3.41463414634146	0	0	0	0	0	0.341463414634146	1.02439024390244	0	5.1219512195122	FALSE
2561.fa	1	2	3	3	9	1	0	0	1	1	2	3	0	5	C45B11.3	292	C45B11.3	C45B11.3	dhs-18	0.00342465753424658	0.00684931506849315	0.0102739726027397	0.0102739726027397	0.0308219178082192	0.00342465753424658	0	0	0.00342465753424658	0.00342465753424658	0.00684931506849315	0.0102739726027397	0	0.0171232876712329	2.21428571428571	0.451612903225806	0.903225806451613	1.35483870967742	1.35483870967742	4.06451612903226	0.451612903225806	0	0	0.451612903225806	0.451612903225806	0.903225806451613	1.35483870967742	0	2.25806451612903	FALSE
2562.fa	0	0	0	1	2	0	0	0	1	0	1	0	0	22	K04G2.9	149	K04G2.9	K04G2.9	K04G2.9	0	0	0	0.00671140939597315	0.0134228187919463	0	0	0	0.00671140939597315	0	0.00671140939597315	0	0	0.147651006711409	1.92857142857143	0	0	0	0.518518518518518	1.03703703703704	0	0	0	0.518518518518518	0	0.518518518518518	0	0	11.4074074074074	FALSE
