Orthogroup	briggsae	elegans	inopinata	nigoni	remanei
OG0023569				Cnig_chr_IV.g12492	
OG0023570				Cnig_chr_IV.g12538.1	
OG0023571				Cnig_chr_IV.g12608.1	
OG0023572				Cnig_chr_IV.g12615	
OG0023573				Cnig_chr_IV.g12627	
OG0023574				Cnig_chr_IV.g12635	
OG0023575				Cnig_chr_IV.g12641	
OG0023576				Cnig_chr_IV.g12660.2	
OG0023577				Cnig_chr_IV.g12701	
OG0023578				Cnig_chr_IV.g12730	
OG0023579				Cnig_chr_IV.g12750	
OG0023580				Cnig_chr_IV.g12776	
OG0023581				Cnig_chr_IV.g12806	
OG0023582				Cnig_chr_IV.g12817	
OG0023583				Cnig_chr_IV.g12841	
OG0023584				Cnig_chr_IV.g12866	
OG0023585				Cnig_chr_IV.g12880	
OG0023586				Cnig_chr_IV.g12881	
OG0023587				Cnig_chr_IV.g12895	
OG0023588				Cnig_chr_IV.g12921	
OG0023589				Cnig_chr_IV.g12927	
OG0023590				Cnig_chr_IV.g12928	
OG0023591				Cnig_chr_IV.g12934	
OG0023592				Cnig_chr_IV.g12937	
OG0023593				Cnig_chr_IV.g12939	
OG0023594				Cnig_chr_IV.g12948	
OG0023595				Cnig_chr_IV.g12949.2	
OG0023596				Cnig_chr_IV.g12965	
OG0023597				Cnig_chr_IV.g12968	
OG0023598				Cnig_chr_IV.g12969	
OG0023599				Cnig_chr_IV.g12986.1	
OG0023600				Cnig_chr_IV.g13036.1	
OG0023601				Cnig_chr_IV.g13042	
OG0023602				Cnig_chr_IV.g13043	
OG0023603				Cnig_chr_IV.g13073.3	
OG0023604				Cnig_chr_IV.g13078.1	
OG0023605				Cnig_chr_IV.g13090	
OG0023606				Cnig_chr_IV.g13092.3	
OG0023607				Cnig_chr_IV.g13117	
OG0023608				Cnig_chr_IV.g13158.1	
OG0023609				Cnig_chr_IV.g13159.1	
OG0023610				Cnig_chr_IV.g13166	
OG0023611				Cnig_chr_IV.g13173	
OG0023612				Cnig_chr_IV.g13183	
OG0023613				Cnig_chr_IV.g13185	
OG0023614				Cnig_chr_IV.g13188	
OG0023615				Cnig_chr_IV.g13211.1	
OG0023616				Cnig_chr_IV.g13217	
OG0023617				Cnig_chr_IV.g13220	
OG0023618				Cnig_chr_IV.g13225	
OG0023619				Cnig_chr_IV.g13227.1	
OG0023620				Cnig_chr_IV.g13275	
OG0023621				Cnig_chr_IV.g13284.1	
OG0023622				Cnig_chr_IV.g13287	
OG0023623				Cnig_chr_IV.g13299	
OG0023624				Cnig_chr_IV.g13304	
OG0023625				Cnig_chr_IV.g13306.1	
OG0023626				Cnig_chr_IV.g13314	
OG0023627				Cnig_chr_IV.g13328	
OG0023628				Cnig_chr_IV.g13340	
OG0023629				Cnig_chr_IV.g13346	
OG0023630				Cnig_chr_IV.g13352.1	
OG0023631				Cnig_chr_IV.g13353.3	
OG0023632				Cnig_chr_IV.g13363	
OG0023633				Cnig_chr_IV.g13401	
OG0023634				Cnig_chr_IV.g13409.1	
OG0023635				Cnig_chr_IV.g13433.1	
OG0023636				Cnig_chr_IV.g13434.1	
OG0023637				Cnig_chr_IV.g13464	
OG0023638				Cnig_chr_IV.g13472	
OG0023639				Cnig_chr_IV.g13478.2	
OG0023640				Cnig_chr_IV.g13479.1	
OG0023641				Cnig_chr_IV.g13480	
OG0023642				Cnig_chr_IV.g13506	
OG0023643				Cnig_chr_IV.g13512	
OG0023644				Cnig_chr_IV.g13525	
OG0023645				Cnig_chr_IV.g13541	
OG0023646				Cnig_chr_IV.g13580.2	
OG0023647				Cnig_chr_IV.g13609	
OG0023648				Cnig_chr_IV.g13610	
OG0023649				Cnig_chr_IV.g13618.1	
OG0023650				Cnig_chr_IV.g13644	
OG0023651				Cnig_chr_IV.g13657	
OG0023652				Cnig_chr_IV.g13669	
OG0023653				Cnig_chr_IV.g13703	
OG0023654				Cnig_chr_IV.g13705.1	
OG0023655				Cnig_chr_IV.g13706	
OG0023656				Cnig_chr_IV.g13712	
OG0023657				Cnig_chr_IV.g13741	
OG0023658				Cnig_chr_IV.g13754	
OG0023659				Cnig_chr_IV.g13798	
OG0023660				Cnig_chr_IV.g13800.2	
OG0023661				Cnig_chr_IV.g13835	
OG0023662				Cnig_chr_IV.g13836	
OG0023663				Cnig_chr_IV.g13854	
OG0023664				Cnig_chr_IV.g13855	
OG0023665				Cnig_chr_IV.g13864	
OG0023666				Cnig_chr_IV.g13867	
OG0023667				Cnig_chr_IV.g13869	
OG0023668				Cnig_chr_IV.g13878	
OG0023669				Cnig_chr_IV.g13891	
OG0023670				Cnig_chr_IV.g13903	
OG0023671				Cnig_chr_IV.g13918	
OG0023672				Cnig_chr_IV.g13920.1	
OG0023673				Cnig_chr_IV.g13954	
OG0023674				Cnig_chr_IV.g13974	
OG0023675				Cnig_chr_IV.g13976	
OG0023676				Cnig_chr_IV.g14015	
OG0023677				Cnig_chr_IV.g14020	
OG0023678				Cnig_chr_IV.g14039	
OG0023679				Cnig_chr_IV.g14051	
OG0023680				Cnig_chr_IV.g14054	
OG0023681				Cnig_chr_IV.g14085	
OG0023682				Cnig_chr_IV.g14090	
OG0023683				Cnig_chr_IV.g14093.1	
OG0023684				Cnig_chr_IV.g14101	
OG0023685				Cnig_chr_IV.g14127	
OG0023686				Cnig_chr_IV.g14128.1	
OG0023687				Cnig_chr_IV.g14133.1	
OG0023688				Cnig_chr_IV.g14178	
OG0023689				Cnig_chr_IV.g14186	
OG0023690				Cnig_chr_IV.g14192	
OG0023691				Cnig_chr_IV.g14197	
OG0023692				Cnig_chr_IV.g14198	
OG0023693				Cnig_chr_IV.g14221	
OG0023694				Cnig_chr_IV.g14228	
OG0023695				Cnig_chr_IV.g14231.1	
OG0023696				Cnig_chr_IV.g14237	
OG0023697				Cnig_chr_IV.g14241.1	
OG0023698				Cnig_chr_IV.g14248	
OG0023699				Cnig_chr_IV.g14254	
OG0023700				Cnig_chr_IV.g14263	
OG0023701				Cnig_chr_IV.g14270.2	
OG0023702				Cnig_chr_IV.g14315	
OG0023703				Cnig_chr_IV.g14355	
OG0023704				Cnig_chr_IV.g14365	
OG0023705				Cnig_chr_IV.g14369	
OG0023706				Cnig_chr_IV.g14374.1	
OG0023707				Cnig_chr_IV.g14400.1	
OG0023708				Cnig_chr_IV.g14411	
OG0023709				Cnig_chr_IV.g14412	
OG0023710				Cnig_chr_IV.g14418	
OG0023711				Cnig_chr_IV.g14424	
OG0023712				Cnig_chr_IV.g14436	
OG0023713				Cnig_chr_IV.g14443	
OG0023714				Cnig_chr_IV.g14447.1	
OG0023715				Cnig_chr_IV.g14456	
OG0023716				Cnig_chr_IV.g14484	
OG0023717				Cnig_chr_IV.g14499	
OG0023718				Cnig_chr_IV.g14562	
OG0023719				Cnig_chr_IV.g14563.1	
OG0023720				Cnig_chr_IV.g14575	
OG0023721				Cnig_chr_IV.g14577	
OG0023722				Cnig_chr_IV.g14587.2	
OG0023723				Cnig_chr_IV.g14615	
OG0023724				Cnig_chr_IV.g14619	
OG0023725				Cnig_chr_IV.g14622	
OG0023726				Cnig_chr_IV.g14630	
OG0023727				Cnig_chr_IV.g14643	
OG0023728				Cnig_chr_IV.g14645	
OG0023729				Cnig_chr_IV.g14655	
OG0023730				Cnig_chr_IV.g14662	
OG0023731				Cnig_chr_IV.g14692.1	
OG0023732				Cnig_chr_IV.g14695.1	
OG0023733				Cnig_chr_IV.g14717	
OG0023734				Cnig_chr_IV.g14760	
OG0023735				Cnig_chr_IV.g14769	
OG0023736				Cnig_chr_IV.g14803	
OG0023737				Cnig_chr_IV.g14808	
OG0023738				Cnig_chr_IV.g14852	
OG0023739				Cnig_chr_IV.g14860	
OG0023740				Cnig_chr_IV.g14877	
OG0023741				Cnig_chr_IV.g14878	
OG0023742				Cnig_chr_IV.g14888	
OG0023743				Cnig_chr_IV.g14910.2	
OG0023744				Cnig_chr_IV.g14919	
OG0023745				Cnig_chr_IV.g14935	
OG0023746				Cnig_chr_IV.g14939.1	
OG0023747				Cnig_chr_IV.g14943	
OG0023748				Cnig_chr_IV.g14947	
OG0023749				Cnig_chr_IV.g14957	
OG0023750				Cnig_chr_IV.g14968	
OG0023751				Cnig_chr_IV.g14983	
OG0023752				Cnig_chr_IV.g14987	
OG0023753				Cnig_chr_IV.g15024	
OG0023754				Cnig_chr_IV.g15063.1	
OG0023755				Cnig_chr_IV.g15072	
OG0023756				Cnig_chr_IV.g15087.1	
OG0023757				Cnig_chr_IV.g15117	
OG0023758				Cnig_chr_IV.g15118.3	
OG0023759				Cnig_chr_IV.g15133	
OG0023760				Cnig_chr_IV.g15149	
OG0023761				Cnig_chr_IV.g15166	
OG0023762				Cnig_chr_IV.g15169.1	
OG0023763				Cnig_chr_IV.g15173	
OG0023764				Cnig_chr_IV.g15175	
OG0023765				Cnig_chr_IV.g15188.1	
OG0023766				Cnig_chr_IV.g15189.1	
OG0023767				Cnig_chr_IV.g15199	
OG0023768				Cnig_chr_IV.g15203.1	
OG0023769				Cnig_chr_IV.g15209.1	
OG0023770				Cnig_chr_IV.g15216	
OG0023771				Cnig_chr_IV.g15218	
OG0023772				Cnig_chr_IV.g15223.1	
OG0023773				Cnig_chr_IV.g15224	
OG0023774				Cnig_chr_IV.g15254.1	
OG0023775				Cnig_chr_IV.g15255	
OG0023776				Cnig_chr_IV.g15271	
OG0023777				Cnig_chr_IV.g15285.1	
OG0023778				Cnig_chr_IV.g15295	
OG0023779				Cnig_chr_IV.g15304	
OG0023780				Cnig_chr_IV.g15306.2	
OG0023781				Cnig_chr_IV.g15322	
OG0023782				Cnig_chr_IV.g15326	
OG0023783				Cnig_chr_IV.g15366	
OG0023784				Cnig_chr_IV.g15373	
OG0023785				Cnig_chr_IV.g15376	
OG0023786				Cnig_chr_IV.g15390	
OG0023787				Cnig_chr_IV.g15404	
OG0023788				Cnig_chr_IV.g15410	
OG0023789				Cnig_chr_IV.g15411.2	
OG0023790				Cnig_chr_IV.g15431	
OG0023791				Cnig_chr_IV.g15463.1	
OG0023792				Cnig_chr_IV.g15478.1	
OG0023793				Cnig_chr_IV.g15499	
OG0023794				Cnig_chr_IV.g15529.3	
OG0023795				Cnig_chr_IV.g15532	
OG0023796				Cnig_chr_IV.g15552	
OG0023797				Cnig_chr_IV.g15576	
OG0023798				Cnig_chr_IV.g15586	
OG0023799				Cnig_chr_IV.g15589.1	
OG0023800				Cnig_chr_IV.g15597.2	
OG0023801				Cnig_chr_IV.g15603	
OG0023802				Cnig_chr_IV.g15614	
OG0023803				Cnig_chr_IV.g15616	
OG0023804				Cnig_chr_IV.g15620.1	
OG0023805				Cnig_chr_IV.g15622	
OG0023806				Cnig_chr_IV.g15627	
OG0023807				Cnig_chr_IV.g15631.1	
OG0023808				Cnig_chr_IV.g15660.1	
OG0023809				Cnig_chr_IV.g15665	
OG0023810				Cnig_chr_IV.g15668	
OG0023811				Cnig_chr_IV.g15671.2	
OG0023812				Cnig_chr_IV.g15679	
OG0023813				Cnig_chr_IV.g15688	
OG0023814				Cnig_chr_IV.g15689.1	
OG0023815				Cnig_chr_IV.g15709	
OG0023816				Cnig_chr_IV.g15712	
OG0023817				Cnig_chr_IV.g15729	
OG0023818				Cnig_chr_IV.g15738	
OG0023819				Cnig_chr_IV.g15744	
OG0023820				Cnig_chr_IV.g15769	
OG0023821				Cnig_chr_IV.g15773	
OG0023822				Cnig_chr_IV.g15779.1	
OG0023823				Cnig_chr_IV.g15781	
OG0023824				Cnig_chr_IV.g15815	
OG0023825				Cnig_chr_IV.g15821	
OG0023826				Cnig_chr_IV.g15846	
OG0023827				Cnig_chr_IV.g15860.1	
OG0023828				Cnig_chr_IV.g15899	
OG0023829				Cnig_chr_IV.g15905.1	
OG0023830				Cnig_chr_IV.g15960	
OG0023831				Cnig_chr_IV.g15966	
OG0023832				Cnig_chr_IV.g15982	
OG0023833				Cnig_chr_IV.g15986.1	
OG0023834				Cnig_chr_IV.g16038.1	
OG0023835				Cnig_chr_IV.g16039	
OG0023836				Cnig_chr_IV.g16042	
OG0023837				Cnig_chr_IV.g16058.2	
OG0023838				Cnig_chr_IV.g16064	
OG0023839				Cnig_chr_IV.g16070	
OG0023840				Cnig_chr_IV.g16071.1	
OG0023841				Cnig_chr_IV.g16077	
OG0023842				Cnig_chr_IV.g16078	
OG0023843				Cnig_chr_IV.g16086	
OG0023844				Cnig_chr_IV.g16087.3	
OG0023845				Cnig_chr_IV.g16089	
OG0023846				Cnig_chr_IV.g16093.1	
OG0023847				Cnig_chr_IV.g16095	
OG0023848				Cnig_chr_IV.g16129	
OG0023849				Cnig_chr_IV.g16130	
OG0023850				Cnig_chr_IV.g16148	
OG0023851				Cnig_chr_IV.g16153	
OG0023852				Cnig_chr_IV.g16158	
OG0023853				Cnig_chr_IV.g16188	
OG0023854				Cnig_chr_IV.g16225	
OG0023855				Cnig_chr_IV.g16270	
OG0023856				Cnig_chr_IV.g16290	
OG0023857				Cnig_chr_V.g16321	
OG0023858				Cnig_chr_V.g16354	
OG0023859				Cnig_chr_V.g16391.1	
OG0023860				Cnig_chr_V.g16416	
OG0023861				Cnig_chr_V.g16440	
OG0023862				Cnig_chr_V.g16444	
OG0023863				Cnig_chr_V.g16458	
OG0023864				Cnig_chr_V.g16460	
OG0023865				Cnig_chr_V.g16462	
OG0023866				Cnig_chr_V.g16493	
OG0023867				Cnig_chr_V.g16500	
OG0023868				Cnig_chr_V.g16513	
OG0023869				Cnig_chr_V.g16528.1	
OG0023870				Cnig_chr_V.g16554	
OG0023871				Cnig_chr_V.g16592	
OG0023872				Cnig_chr_V.g16641	
OG0023873				Cnig_chr_V.g16670	
OG0023874				Cnig_chr_V.g16672	
OG0023875				Cnig_chr_V.g16703	
OG0023876				Cnig_chr_V.g16733	
OG0023877				Cnig_chr_V.g16737	
OG0023878				Cnig_chr_V.g16743.1	
OG0023879				Cnig_chr_V.g16745	
OG0023880				Cnig_chr_V.g16768	
OG0023881				Cnig_chr_V.g16792	
OG0023882				Cnig_chr_V.g16820	
OG0023883				Cnig_chr_V.g16821	
OG0023884				Cnig_chr_V.g16823	
OG0023885				Cnig_chr_V.g16826	
OG0023886				Cnig_chr_V.g16839	
OG0023887				Cnig_chr_V.g16852	
OG0023888				Cnig_chr_V.g16866	
OG0023889				Cnig_chr_V.g16870	
OG0023890				Cnig_chr_V.g16884.1	
OG0023891				Cnig_chr_V.g16923	
OG0023892				Cnig_chr_V.g16929	
OG0023893				Cnig_chr_V.g16940	
OG0023894				Cnig_chr_V.g16965	
OG0023895				Cnig_chr_V.g16974	
OG0023896				Cnig_chr_V.g16985	
OG0023897				Cnig_chr_V.g16991	
OG0023898				Cnig_chr_V.g17022	
OG0023899				Cnig_chr_V.g17064	
OG0023900				Cnig_chr_V.g17068	
OG0023901				Cnig_chr_V.g17078.1	
OG0023902				Cnig_chr_V.g17079	
OG0023903				Cnig_chr_V.g17103	
OG0023904				Cnig_chr_V.g17107.1	
OG0023905				Cnig_chr_V.g17113	
OG0023906				Cnig_chr_V.g17134	
OG0023907				Cnig_chr_V.g17135.1	
OG0023908				Cnig_chr_V.g17137	
OG0023909				Cnig_chr_V.g17157	
OG0023910				Cnig_chr_V.g17160	
OG0023911				Cnig_chr_V.g17170	
OG0023912				Cnig_chr_V.g17174.1	
OG0023913				Cnig_chr_V.g17191	
OG0023914				Cnig_chr_V.g17194	
OG0023915				Cnig_chr_V.g17205	
OG0023916				Cnig_chr_V.g17252	
OG0023917				Cnig_chr_V.g17257	
OG0023918				Cnig_chr_V.g17266	
OG0023919				Cnig_chr_V.g17268	
OG0023920				Cnig_chr_V.g17270.1	
OG0023921				Cnig_chr_V.g17275	
OG0023922				Cnig_chr_V.g17281	
OG0023923				Cnig_chr_V.g17303.1	
OG0023924				Cnig_chr_V.g17308	
OG0023925				Cnig_chr_V.g17310	
OG0023926				Cnig_chr_V.g17322.1	
OG0023927				Cnig_chr_V.g17350	
OG0023928				Cnig_chr_V.g17353.1	
OG0023929				Cnig_chr_V.g17356.1	
OG0023930				Cnig_chr_V.g17382	
OG0023931				Cnig_chr_V.g17395.1	
OG0023932				Cnig_chr_V.g17397.1	
OG0023933				Cnig_chr_V.g17408	
OG0023934				Cnig_chr_V.g17426	
OG0023935				Cnig_chr_V.g17429	
OG0023936				Cnig_chr_V.g17439	
OG0023937				Cnig_chr_V.g17443	
OG0023938				Cnig_chr_V.g17457	
OG0023939				Cnig_chr_V.g17469.1	
OG0023940				Cnig_chr_V.g17474.1	
OG0023941				Cnig_chr_V.g17504	
OG0023942				Cnig_chr_V.g17552	
OG0023943				Cnig_chr_V.g17553	
OG0023944				Cnig_chr_V.g17555	
OG0023945				Cnig_chr_V.g17563	
OG0023946				Cnig_chr_V.g17568	
OG0023947				Cnig_chr_V.g17572	
OG0023948				Cnig_chr_V.g17584.1	
OG0023949				Cnig_chr_V.g17588	
OG0023950				Cnig_chr_V.g17595	
OG0023951				Cnig_chr_V.g17631	
OG0023952				Cnig_chr_V.g17633	
OG0023953				Cnig_chr_V.g17643.1	
OG0023954				Cnig_chr_V.g17644	
OG0023955				Cnig_chr_V.g17647.2	
OG0023956				Cnig_chr_V.g17650.1	
OG0023957				Cnig_chr_V.g17656	
OG0023958				Cnig_chr_V.g17669	
OG0023959				Cnig_chr_V.g17687.1	
OG0023960				Cnig_chr_V.g17689	
OG0023961				Cnig_chr_V.g17706	
OG0023962				Cnig_chr_V.g17707.1	
OG0023963				Cnig_chr_V.g17708	
OG0023964				Cnig_chr_V.g17723	
OG0023965				Cnig_chr_V.g17739	
OG0023966				Cnig_chr_V.g17743.1	
OG0023967				Cnig_chr_V.g17766.1	
OG0023968				Cnig_chr_V.g17791	
OG0023969				Cnig_chr_V.g17800.1	
OG0023970				Cnig_chr_V.g17803	
OG0023971				Cnig_chr_V.g17815.2	
OG0023972				Cnig_chr_V.g17859	
OG0023973				Cnig_chr_V.g17947	
OG0023974				Cnig_chr_V.g17950	
OG0023975				Cnig_chr_V.g17953	
OG0023976				Cnig_chr_V.g17959	
OG0023977				Cnig_chr_V.g17962.1	
OG0023978				Cnig_chr_V.g17993	
OG0023979				Cnig_chr_V.g18032.2	
OG0023980				Cnig_chr_V.g18042	
OG0023981				Cnig_chr_V.g18046	
OG0023982				Cnig_chr_V.g18052	
OG0023983				Cnig_chr_V.g18053.2	
OG0023984				Cnig_chr_V.g18056	
OG0023985				Cnig_chr_V.g18059	
OG0023986				Cnig_chr_V.g18070	
OG0023987				Cnig_chr_V.g18080.1	
OG0023988				Cnig_chr_V.g18081.1	
OG0023989				Cnig_chr_V.g18117.1	
OG0023990				Cnig_chr_V.g18127.1	
OG0023991				Cnig_chr_V.g18149.1	
OG0023992				Cnig_chr_V.g18185	
OG0023993				Cnig_chr_V.g18210.2	
OG0023994				Cnig_chr_V.g18213.1	
OG0023995				Cnig_chr_V.g18237	
OG0023996				Cnig_chr_V.g18265.2	
OG0023997				Cnig_chr_V.g18293	
OG0023998				Cnig_chr_V.g18305	
OG0023999				Cnig_chr_V.g18310	
OG0024000				Cnig_chr_V.g18311	
OG0024001				Cnig_chr_V.g18325.1	
OG0024002				Cnig_chr_V.g18333.2	
OG0024003				Cnig_chr_V.g18389.1	
OG0024004				Cnig_chr_V.g18396	
OG0024005				Cnig_chr_V.g18400	
OG0024006				Cnig_chr_V.g18409.1	
OG0024007				Cnig_chr_V.g18422	
OG0024008				Cnig_chr_V.g18450	
OG0024009				Cnig_chr_V.g18454	
OG0024010				Cnig_chr_V.g18504.1	
OG0024011				Cnig_chr_V.g18510	
OG0024012				Cnig_chr_V.g18619.1	
OG0024013				Cnig_chr_V.g18643	
OG0024014				Cnig_chr_V.g18644	
OG0024015				Cnig_chr_V.g18660.1	
OG0024016				Cnig_chr_V.g18672	
OG0024017				Cnig_chr_V.g18673.2	
OG0024018				Cnig_chr_V.g18675.1	
OG0024019				Cnig_chr_V.g18693	
OG0024020				Cnig_chr_V.g18695	
OG0024021				Cnig_chr_V.g18758	
OG0024022				Cnig_chr_V.g18778	
OG0024023				Cnig_chr_V.g18781	
OG0024024				Cnig_chr_V.g18821	
OG0024025				Cnig_chr_V.g18825.1	
OG0024026				Cnig_chr_V.g18842	
OG0024027				Cnig_chr_V.g18849	
OG0024028				Cnig_chr_V.g18875	
OG0024029				Cnig_chr_V.g18885.1	
OG0024030				Cnig_chr_V.g18909.1	
OG0024031				Cnig_chr_V.g18916	
OG0024032				Cnig_chr_V.g18928	
OG0024033				Cnig_chr_V.g18931.1	
OG0024034				Cnig_chr_V.g18932.1	
OG0024035				Cnig_chr_V.g18966	
OG0024036				Cnig_chr_V.g18989	
OG0024037				Cnig_chr_V.g18992	
OG0024038				Cnig_chr_V.g18999	
OG0024039				Cnig_chr_V.g19004	
OG0024040				Cnig_chr_V.g19007	
OG0024041				Cnig_chr_V.g19015	
OG0024042				Cnig_chr_V.g19026	
OG0024043				Cnig_chr_V.g19038	
OG0024044				Cnig_chr_V.g19044	
OG0024045				Cnig_chr_V.g19064	
OG0024046				Cnig_chr_V.g19066	
OG0024047				Cnig_chr_V.g19099	
OG0024048				Cnig_chr_V.g19107	
OG0024049				Cnig_chr_V.g19116.1	
OG0024050				Cnig_chr_V.g19123	
OG0024051				Cnig_chr_V.g19130	
OG0024052				Cnig_chr_V.g19138	
OG0024053				Cnig_chr_V.g19150	
OG0024054				Cnig_chr_V.g19170.1	
OG0024055				Cnig_chr_V.g19200	
OG0024056				Cnig_chr_V.g19208.2	
OG0024057				Cnig_chr_V.g19245	
OG0024058				Cnig_chr_V.g19263.1	
OG0024059				Cnig_chr_V.g19296	
OG0024060				Cnig_chr_V.g19308	
OG0024061				Cnig_chr_V.g19322	
OG0024062				Cnig_chr_V.g19347.1	
OG0024063				Cnig_chr_V.g19348	
OG0024064				Cnig_chr_V.g19350	
OG0024065				Cnig_chr_V.g19353	
OG0024066				Cnig_chr_V.g19360.1	
OG0024067				Cnig_chr_V.g19361.1	
OG0024068				Cnig_chr_V.g19367	
OG0024069				Cnig_chr_V.g19369.1	
OG0024070				Cnig_chr_V.g19379	
OG0024071				Cnig_chr_V.g19389	
OG0024072				Cnig_chr_V.g19390	
OG0024073				Cnig_chr_V.g19391	
OG0024074				Cnig_chr_V.g19394	
OG0024075				Cnig_chr_V.g19402.1	
OG0024076				Cnig_chr_V.g19453.1	
OG0024077				Cnig_chr_V.g19456	
OG0024078				Cnig_chr_V.g19512	
OG0024079				Cnig_chr_V.g19526	
OG0024080				Cnig_chr_V.g19582	
OG0024081				Cnig_chr_V.g19609	
OG0024082				Cnig_chr_V.g19615	
OG0024083				Cnig_chr_V.g19617	
OG0024084				Cnig_chr_V.g19639	
OG0024085				Cnig_chr_V.g19651.1	
OG0024086				Cnig_chr_V.g19672	
OG0024087				Cnig_chr_V.g19684	
OG0024088				Cnig_chr_V.g19688	
OG0024089				Cnig_chr_V.g19702	
OG0024090				Cnig_chr_V.g19737	
OG0024091				Cnig_chr_V.g19744	
OG0024092				Cnig_chr_V.g19757.1	
OG0024093				Cnig_chr_V.g19766	
OG0024094				Cnig_chr_V.g19768	
OG0024095				Cnig_chr_V.g19769	
OG0024096				Cnig_chr_V.g19785	
OG0024097				Cnig_chr_V.g19791.1	
OG0024098				Cnig_chr_V.g19798	
OG0024099				Cnig_chr_V.g19801	
OG0024100				Cnig_chr_V.g19821	
OG0024101				Cnig_chr_V.g19822	
OG0024102				Cnig_chr_V.g19827.1	
OG0024103				Cnig_chr_V.g19850	
OG0024104				Cnig_chr_V.g19865	
OG0024105				Cnig_chr_V.g19867	
OG0024106				Cnig_chr_V.g19876	
OG0024107				Cnig_chr_V.g19883	
OG0024108				Cnig_chr_V.g19890	
OG0024109				Cnig_chr_V.g19937	
OG0024110				Cnig_chr_V.g19943.1	
OG0024111				Cnig_chr_V.g19947.2	
OG0024112				Cnig_chr_V.g19957	
OG0024113				Cnig_chr_V.g19969	
OG0024114				Cnig_chr_V.g19989	
OG0024115				Cnig_chr_V.g19990.2	
OG0024116				Cnig_chr_V.g20018	
OG0024117				Cnig_chr_V.g20026	
OG0024118				Cnig_chr_V.g20039	
OG0024119				Cnig_chr_V.g20040	
OG0024120				Cnig_chr_V.g20052	
OG0024121				Cnig_chr_V.g20088	
OG0024122				Cnig_chr_V.g20102	
OG0024123				Cnig_chr_V.g20103	
OG0024124				Cnig_chr_V.g20123	
OG0024125				Cnig_chr_V.g20174	
OG0024126				Cnig_chr_V.g20176	
OG0024127				Cnig_chr_V.g20178	
OG0024128				Cnig_chr_V.g20179	
OG0024129				Cnig_chr_V.g20181	
OG0024130				Cnig_chr_V.g20194	
OG0024131				Cnig_chr_V.g20212	
OG0024132				Cnig_chr_V.g20265	
OG0024133				Cnig_chr_V.g20276	
OG0024134				Cnig_chr_V.g20282.2	
OG0024135				Cnig_chr_V.g20291	
OG0024136				Cnig_chr_V.g20297	
OG0024137				Cnig_chr_V.g20309	
OG0024138				Cnig_chr_V.g20318	
OG0024139				Cnig_chr_V.g20332.1	
OG0024140				Cnig_chr_V.g20333	
OG0024141				Cnig_chr_V.g20337.1	
OG0024142				Cnig_chr_V.g20339.1	
OG0024143				Cnig_chr_V.g20368	
OG0024144				Cnig_chr_V.g20398	
OG0024145				Cnig_chr_V.g20402	
OG0024146				Cnig_chr_V.g20415	
OG0024147				Cnig_chr_V.g20440	
OG0024148				Cnig_chr_V.g20445	
OG0024149				Cnig_chr_V.g20451	
OG0024150				Cnig_chr_V.g20457	
OG0024151				Cnig_chr_V.g20461	
OG0024152				Cnig_chr_V.g20463	
OG0024153				Cnig_chr_V.g20492	
OG0024154				Cnig_chr_V.g20494	
OG0024155				Cnig_chr_V.g20498	
OG0024156				Cnig_chr_V.g20502	
OG0024157				Cnig_chr_V.g20527	
OG0024158				Cnig_chr_V.g20549.3	
OG0024159				Cnig_chr_V.g20575	
OG0024160				Cnig_chr_V.g20576.2	
OG0024161				Cnig_chr_V.g20577	
OG0024162				Cnig_chr_V.g20584	
OG0024163				Cnig_chr_V.g20588	
OG0024164				Cnig_chr_V.g20592	
OG0024165				Cnig_chr_V.g20595	
OG0024166				Cnig_chr_V.g20615.1	
OG0024167				Cnig_chr_V.g20629	
OG0024168				Cnig_chr_V.g20670.1	
OG0024169				Cnig_chr_V.g20687	
OG0024170				Cnig_chr_V.g20696	
OG0024171				Cnig_chr_V.g20705	
OG0024172				Cnig_chr_V.g20722.1	
OG0024173				Cnig_chr_V.g20751.1	
OG0024174				Cnig_chr_V.g20772	
OG0024175				Cnig_chr_V.g20783	
OG0024176				Cnig_chr_V.g20804	
OG0024177				Cnig_chr_V.g20805.1	
OG0024178				Cnig_chr_V.g20806.1	
OG0024179				Cnig_chr_V.g20844.1	
OG0024180				Cnig_chr_V.g20853	
OG0024181				Cnig_chr_V.g20860	
OG0024182				Cnig_chr_V.g20864	
OG0024183				Cnig_chr_V.g20893	
OG0024184				Cnig_chr_V.g20923.1	
OG0024185				Cnig_chr_V.g20969	
OG0024186				Cnig_chr_V.g20970	
OG0024187				Cnig_chr_V.g20973	
OG0024188				Cnig_chr_V.g20976	
OG0024189				Cnig_chr_V.g20996	
OG0024190				Cnig_chr_V.g21008	
OG0024191				Cnig_chr_V.g21014.1	
OG0024192				Cnig_chr_V.g21046	
OG0024193				Cnig_chr_V.g21052	
OG0024194				Cnig_chr_V.g21085	
OG0024195				Cnig_chr_V.g21121	
OG0024196				Cnig_chr_V.g21125.1	
OG0024197				Cnig_chr_V.g21205.1	
OG0024198				Cnig_chr_V.g21207	
OG0024199				Cnig_chr_V.g21264.1	
OG0024200				Cnig_chr_V.g21295.1	
OG0024201				Cnig_chr_V.g21302	
OG0024202				Cnig_chr_V.g21314	
OG0024203				Cnig_chr_V.g21317	
OG0024204				Cnig_chr_V.g21318	
