Sp34_30327300.t1	IPR021134	Bestrophin-like
Sp34_30327500.t1	IPR040271	Uncharacterized protein T19C3.2-like
Sp34_30327600.t1	IPR004345	TB2/DP1/HVA22-related protein
Sp34_30327700.t1	IPR001124	Lipid-binding serum glycoprotein, C-terminal
Sp34_30327700.t1	IPR017942	Lipid-binding serum glycoprotein, N-terminal
Sp34_30327700.t1	IPR017943	Bactericidal permeability-increasing protein, alpha/beta domain superfamily
Sp34_30327700.t1	IPR032942	BPI/LBP/Plunc family
Sp34_30327800.t1	IPR000222	PPM-type phosphatase, divalent cation binding
Sp34_30327800.t1	IPR001932	PPM-type phosphatase-like domain
Sp34_30327800.t1	IPR015655	Protein phosphatase 2C
Sp34_30327800.t1	IPR036457	PPM-type phosphatase-like domain superfamily
Sp34_30328000.t1	IPR012446	Calcium release-activated calcium channel protein
Sp34_30328000.t1	IPR038350	Orai superfamily
Sp34_30328200.t1	IPR006886	DNA-directed RNA polymerase III subunit Rpc5
Sp34_30328400.t1	IPR019383	Golgin subfamily A member 7/ERF4
Sp34_30328400.t1	IPR039735	Cysteine-rich hydrophobic domain-containing protein 1/2
Sp34_30328500.t1	IPR002140	Ribosome maturation protein Sdo1/SBDS
Sp34_30328500.t1	IPR018023	Ribosome maturation protein SBDS, conserved site
Sp34_30328500.t1	IPR018978	Ribosome maturation protein SDO1/SBDS, central domain
Sp34_30328500.t1	IPR019783	Ribosome maturation protein SDO1/SBDS, N-terminal
Sp34_30328500.t1	IPR036786	Ribosome maturation protein SBDS, N-terminal domain superfamily
Sp34_30328500.t1	IPR037188	Ribosome maturation protein Sdo1/SBDS, central domain superfamily
Sp34_30328500.t1	IPR039100	Ribosome maturation protein Sdo1/SBDS-like
Sp34_30328500.t1	IPR046928	Ribosome maturation protein SDO1/SBDS, C-terminal domain
Sp34_30328600.t1	IPR013087	Zinc finger C2H2-type
Sp34_30328700.t1	IPR000239	GPCR kinase
Sp34_30328700.t1	IPR000719	Protein kinase domain
Sp34_30328700.t1	IPR000961	AGC-kinase, C-terminal
Sp34_30328700.t1	IPR001849	Pleckstrin homology domain
Sp34_30328700.t1	IPR008271	Serine/threonine-protein kinase, active site
Sp34_30328700.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_30328700.t1	IPR011993	PH-like domain superfamily
Sp34_30328700.t1	IPR016137	RGS domain
Sp34_30328700.t1	IPR017441	Protein kinase, ATP binding site
Sp34_30328700.t1	IPR036305	RGS domain superfamily
Sp34_30328700.t1	IPR044926	RGS, subdomain 2
Sp34_30328800.t1	IPR009644	Ribitol-5-phosphate transferase FKTN-related
Sp34_30328900.t1	IPR009644	Ribitol-5-phosphate transferase FKTN-related
Sp34_30329000.t1	IPR000719	Protein kinase domain
Sp34_30329000.t1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Sp34_30329000.t1	IPR002110	Ankyrin repeat
Sp34_30329000.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_30329000.t1	IPR017441	Protein kinase, ATP binding site
Sp34_30329000.t1	IPR036770	Ankyrin repeat-containing domain superfamily
Sp34_30329100.t1	IPR000418	Ets domain
Sp34_30329100.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_30329100.t1	IPR036390	Winged helix DNA-binding domain superfamily
Sp34_30329100.t1	IPR046328	ETS family
Sp34_30329300.t1	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
Sp34_30329300.t1	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
Sp34_30329300.t1	IPR024936	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
Sp34_30329300.t1	IPR029000	Cyclophilin-like domain superfamily
Sp34_30329500.t1	IPR026634	Protein-tyrosine sulfotransferase-like
Sp34_30329500.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_30329600.t1	IPR001084	Microtubule associated protein, tubulin-binding repeat
Sp34_30329600.t1	IPR027324	Microtubule associated protein MAP2/MAP4/Tau
Sp34_30329800.t1	IPR036397	Ribonuclease H superfamily
Sp34_30329800.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_30330100.t1	IPR003677	SXP/RAL-2 family protein Ani s 5-like, cation-binding domain
Sp34_30330400.t1	IPR002921	Fungal lipase-like domain
Sp34_30330400.t1	IPR015590	Aldehyde dehydrogenase domain
Sp34_30330400.t1	IPR016160	Aldehyde dehydrogenase, cysteine active site
Sp34_30330400.t1	IPR016161	Aldehyde/histidinol dehydrogenase
Sp34_30330400.t1	IPR016162	Aldehyde dehydrogenase, N-terminal
Sp34_30330400.t1	IPR016163	Aldehyde dehydrogenase, C-terminal
Sp34_30330400.t1	IPR024453	Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family
Sp34_30330400.t1	IPR029058	Alpha/Beta hydrolase fold
Sp34_30330400.t1	IPR038765	Papain-like cysteine peptidase superfamily
Sp34_30330500.t1	IPR000222	PPM-type phosphatase, divalent cation binding
Sp34_30330500.t1	IPR001932	PPM-type phosphatase-like domain
Sp34_30330500.t1	IPR015655	Protein phosphatase 2C
Sp34_30330500.t1	IPR036457	PPM-type phosphatase-like domain superfamily
Sp34_30330600.t1	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
Sp34_30330600.t1	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
Sp34_30330600.t1	IPR029052	Metallo-dependent phosphatase-like
Sp34_30330700.t1	IPR000008	C2 domain
Sp34_30330700.t1	IPR001565	Synaptotagmin
Sp34_30330700.t1	IPR035892	C2 domain superfamily
Sp34_30330800.t1	IPR021773	Trafficking protein particle complex subunit 11
Sp34_30330800.t1	IPR025876	Trafficking protein particle complex subunit 11, C-terminal
Sp34_30330900.t1	IPR001839	Transforming growth factor-beta, C-terminal
Sp34_30330900.t1	IPR015615	Transforming growth factor-beta-related
Sp34_30330900.t1	IPR017948	Transforming growth factor beta, conserved site
Sp34_30330900.t1	IPR029034	Cystine-knot cytokine
Sp34_30331100.t1	IPR003380	SKI/SNO/DAC domain
Sp34_30331100.t1	IPR009061	Putative DNA-binding domain superfamily
Sp34_30331100.t1	IPR037000	Ski-like, DNA-binding domain superfamily
Sp34_30331200.t1	IPR001304	C-type lectin-like
Sp34_30331200.t1	IPR016186	C-type lectin-like/link domain superfamily
Sp34_30331200.t1	IPR016187	C-type lectin fold
Sp34_30331500.t1	IPR040854	Uncharacterized protein ZSWIM9
Sp34_30331500.t1	IPR048325	ZSWIM3, N-terminal domain
Sp34_30331600.t1	IPR007188	Actin-related protein 2/3 complex subunit 2
Sp34_30331600.t1	IPR034666	Arp2/3 complex subunit 2/4
Sp34_30331700.t1	IPR001247	Exoribonuclease, phosphorolytic domain 1
Sp34_30331700.t1	IPR020568	Ribosomal protein uS5 domain 2-type superfamily
Sp34_30331700.t1	IPR027408	PNPase/RNase PH domain superfamily
Sp34_30331810.t1	IPR001650	Helicase, C-terminal
Sp34_30331810.t1	IPR004589	DNA helicase, ATP-dependent, RecQ type
Sp34_30331810.t1	IPR011545	DEAD/DEAH box helicase domain
Sp34_30331810.t1	IPR014001	Helicase superfamily 1/2, ATP-binding domain
Sp34_30331810.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_30331810.t1	IPR032284	ATP-dependent DNA helicase RecQ, zinc-binding domain
Sp34_30331810.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_30332010.t1	IPR039495	TATA box-binding protein-associated factor RNA polymerase I subunit A
Sp34_30332100.t1	IPR000504	RNA recognition motif domain
Sp34_30332100.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_30332100.t1	IPR034201	RNPS1, RNA recognition motif
Sp34_30332100.t1	IPR035979	RNA-binding domain superfamily
Sp34_30332200.t1	IPR019166	MICOS complex subunit MIC26/MIC27
Sp34_30332200.t1	IPR033182	MICOS complex subunit MIC26/MIC27, animal
Sp34_30332300.t1	IPR002048	EF-hand domain
Sp34_30332300.t1	IPR011992	EF-hand domain pair
Sp34_30332300.t1	IPR018108	Mitochondrial substrate/solute carrier
Sp34_30332300.t1	IPR018247	EF-Hand 1, calcium-binding site
Sp34_30332300.t1	IPR023395	Mitochondrial carrier domain superfamily
Sp34_30332400.t1	IPR008632	Nematode fatty acid retinoid binding
Sp34_30332610.t1	IPR001180	Citron homology (CNH) domain
Sp34_30332610.t1	IPR001849	Pleckstrin homology domain
Sp34_30332610.t1	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
Sp34_30332610.t1	IPR011993	PH-like domain superfamily
Sp34_30332610.t1	IPR046349	C1-like domain superfamily
Sp34_30332800.t1	IPR004827	Basic-leucine zipper domain
Sp34_30332800.t1	IPR046347	Basic-leucine zipper domain superfamily
Sp34_30332910.t1	IPR000073	Alpha/beta hydrolase fold-1
Sp34_30332910.t1	IPR000639	Epoxide hydrolase-like
Sp34_30332910.t1	IPR029058	Alpha/Beta hydrolase fold
Sp34_30333000.t1	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like
Sp34_30333000.t1	IPR011765	Peptidase M16, N-terminal
Sp34_30333100.t1	IPR001650	Helicase, C-terminal
Sp34_30333100.t1	IPR002121	HRDC domain
Sp34_30333100.t1	IPR002464	DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site
Sp34_30333100.t1	IPR004589	DNA helicase, ATP-dependent, RecQ type
Sp34_30333100.t1	IPR010997	HRDC-like superfamily
Sp34_30333100.t1	IPR011545	DEAD/DEAH box helicase domain
Sp34_30333100.t1	IPR014001	Helicase superfamily 1/2, ATP-binding domain
Sp34_30333100.t1	IPR018982	RQC domain
Sp34_30333100.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_30333100.t1	IPR032284	ATP-dependent DNA helicase RecQ, zinc-binding domain
Sp34_30333100.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_30333100.t1	IPR036390	Winged helix DNA-binding domain superfamily
Sp34_30333100.t1	IPR044876	HRDC domain superfamily
Sp34_30333300.t1	IPR000477	Reverse transcriptase domain
Sp34_30333300.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_30333300.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_30333500.t1	IPR002048	EF-hand domain
Sp34_30333500.t1	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
Sp34_30333500.t1	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
Sp34_30333500.t1	IPR011992	EF-hand domain pair
Sp34_30333500.t1	IPR012008	Serine/threonine-protein phosphatase with EF-hands
Sp34_30333500.t1	IPR013235	PPP domain
Sp34_30333500.t1	IPR018247	EF-Hand 1, calcium-binding site
Sp34_30333500.t1	IPR029052	Metallo-dependent phosphatase-like
Sp34_30333700.t1	IPR047269	Zinc finger MYND domain-containing protein 11
Sp34_30333800.t1	IPR002893	Zinc finger, MYND-type
Sp34_30333800.t1	IPR047269	Zinc finger MYND domain-containing protein 11
Sp34_30333900.t1	IPR031973	Deltamethrin resistance protein prag01
Sp34_30334000.t1	IPR000462	CDP-alcohol phosphatidyltransferase
Sp34_30334000.t1	IPR004570	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
Sp34_30334000.t1	IPR043130	CDP-alcohol phosphatidyltransferase, transmembrane domain
Sp34_30334100.t1	IPR000198	Rho GTPase-activating protein domain
Sp34_30334100.t1	IPR008936	Rho GTPase activation protein
Sp34_30334200.t1	IPR021752	Transcription initiation factor Rrn7, Zinc-finger
Sp34_30334200.t1	IPR033599	RNA polymerase I transcription initiation factor TAF1B/Rrn7
Sp34_30334310.t1	IPR003781	CoA-binding
Sp34_30334310.t1	IPR005810	Succinyl-CoA ligase, alpha subunit
Sp34_30334310.t1	IPR005811	ATP-citrate synthase/succinyl-CoA ligase, C-terminal domain
Sp34_30334310.t1	IPR016102	Succinyl-CoA synthetase-like
Sp34_30334310.t1	IPR017440	ATP-citrate lyase/succinyl-CoA ligase, active site
Sp34_30334310.t1	IPR033847	ATP-citrate lyase/succinyl-CoA ligase, conserved site
Sp34_30334310.t1	IPR036291	NAD(P)-binding domain superfamily
Sp34_30334320.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_30334320.t1	IPR013087	Zinc finger C2H2-type
Sp34_30334320.t1	IPR036397	Ribonuclease H superfamily
Sp34_30334500.t1	IPR036397	Ribonuclease H superfamily
Sp34_30334600.t1	IPR011989	Armadillo-like helical
Sp34_30334600.t1	IPR016024	Armadillo-type fold
Sp34_30334600.t1	IPR032675	Leucine-rich repeat domain superfamily
Sp34_30334700.t1	IPR002223	Pancreatic trypsin inhibitor Kunitz domain
Sp34_30334700.t1	IPR006149	EB domain
Sp34_30334700.t1	IPR006150	Cysteine-rich repeat
Sp34_30334700.t1	IPR020901	Proteinase inhibitor I2, Kunitz, conserved site
Sp34_30334700.t1	IPR028150	Lustrin, cysteine-rich repeated
Sp34_30334700.t1	IPR036880	Pancreatic trypsin inhibitor Kunitz domain superfamily
Sp34_30334800.t1	IPR002223	Pancreatic trypsin inhibitor Kunitz domain
Sp34_30334800.t1	IPR006149	EB domain
Sp34_30334800.t1	IPR006150	Cysteine-rich repeat
Sp34_30334800.t1	IPR020901	Proteinase inhibitor I2, Kunitz, conserved site
Sp34_30334800.t1	IPR028150	Lustrin, cysteine-rich repeated
Sp34_30334800.t1	IPR036880	Pancreatic trypsin inhibitor Kunitz domain superfamily
Sp34_30335000.t1	IPR011701	Major facilitator superfamily
Sp34_30335000.t1	IPR020846	Major facilitator superfamily domain
Sp34_30335000.t1	IPR036259	MFS transporter superfamily
Sp34_30335400.t1	IPR036397	Ribonuclease H superfamily
Sp34_30335500.t1	IPR036397	Ribonuclease H superfamily
Sp34_30335600.t1	IPR009400	TFIIH subunit TTDA/Tfb5
Sp34_30335600.t1	IPR035935	TFB5-like superfamily
Sp34_30335810.t1	IPR001650	Helicase, C-terminal
Sp34_30335810.t1	IPR011545	DEAD/DEAH box helicase domain
Sp34_30335810.t1	IPR014001	Helicase superfamily 1/2, ATP-binding domain
Sp34_30335810.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_30335810.t1	IPR036390	Winged helix DNA-binding domain superfamily
Sp34_30335810.t1	IPR046931	DNA polymerase theta-like, helix-turn-helix domain
Sp34_30335810.t1	IPR048960	POLQ-like, helical domain
Sp34_30336000.t1	IPR003656	Zinc finger, BED-type
Sp34_30336000.t1	IPR008906	HAT, C-terminal dimerisation domain
Sp34_30336000.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_30336000.t1	IPR036236	Zinc finger C2H2 superfamily
Sp34_30336100.t1	IPR001079	Galectin, carbohydrate recognition domain
Sp34_30336100.t1	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
Sp34_30336100.t1	IPR044156	Galectin-like
Sp34_30336210.t1	IPR000535	Major sperm protein (MSP) domain
Sp34_30336210.t1	IPR008962	PapD-like superfamily
Sp34_30336210.t1	IPR013783	Immunoglobulin-like fold
Sp34_30336220.t1	IPR011989	Armadillo-like helical
Sp34_30336220.t1	IPR011990	Tetratricopeptide-like helical domain superfamily
Sp34_30336220.t1	IPR016024	Armadillo-type fold
Sp34_30336220.t1	IPR019734	Tetratricopeptide repeat
Sp34_30336220.t1	IPR024660	UNC-45/Cro1/She4, central domain
Sp34_30336410.t1	IPR007192	Cdc23
Sp34_30336410.t1	IPR011990	Tetratricopeptide-like helical domain superfamily
Sp34_30336410.t1	IPR019734	Tetratricopeptide repeat
Sp34_30336510.t1	IPR019358	NEMP family
Sp34_30336600.t1	IPR001452	SH3 domain
Sp34_30336600.t1	IPR001478	PDZ domain
Sp34_30336600.t1	IPR008144	Guanylate kinase-like domain
Sp34_30336600.t1	IPR008145	Guanylate kinase/L-type calcium channel beta subunit
Sp34_30336600.t1	IPR020590	Guanylate kinase, conserved site
Sp34_30336600.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_30336600.t1	IPR036028	SH3-like domain superfamily
Sp34_30336600.t1	IPR036034	PDZ superfamily
Sp34_30336800.t1	IPR043640	AF4/FMR2, C-terminal homology domain
Sp34_30336900.t1	IPR013761	Sterile alpha motif/pointed domain superfamily
Sp34_30336900.t1	IPR032393	Stromal interaction molecule, Orai1-activating region
Sp34_30336900.t1	IPR037608	Stromal interaction molecule
Sp34_30337100.t1	IPR036397	Ribonuclease H superfamily
Sp34_30337300.t1	IPR004045	Glutathione S-transferase, N-terminal
Sp34_30337300.t1	IPR004046	Glutathione S-transferase, C-terminal
Sp34_30337300.t1	IPR005442	Glutathione S-transferase, omega-class
Sp34_30337300.t1	IPR010987	Glutathione S-transferase, C-terminal-like
Sp34_30337300.t1	IPR036249	Thioredoxin-like superfamily
Sp34_30337300.t1	IPR036282	Glutathione S-transferase, C-terminal domain superfamily
Sp34_30337300.t1	IPR040079	Glutathione transferase family
Sp34_40000400.t1	IPR005162	Retrotransposon gag domain
Sp34_40000500.t1	IPR005635	Inner centromere protein, ARK-binding domain
Sp34_40000600.t1	IPR005162	Retrotransposon gag domain
Sp34_40000600.t1	IPR005635	Inner centromere protein, ARK-binding domain
Sp34_40000800.t1	IPR005635	Inner centromere protein, ARK-binding domain
Sp34_40000900.t1	IPR005635	Inner centromere protein, ARK-binding domain
Sp34_40001000.t1	IPR005635	Inner centromere protein, ARK-binding domain
Sp34_40001300.t1	IPR009878	Phlebovirus glycoprotein G2, fusion domain
Sp34_40001400.t1	IPR001584	Integrase, catalytic core
Sp34_40001400.t1	IPR005312	Protein of unknown function DUF1759
Sp34_40001400.t1	IPR008042	Retrotransposon, Pao
Sp34_40001400.t1	IPR008737	Peptidase aspartic, putative
Sp34_40001400.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_40001400.t1	IPR036397	Ribonuclease H superfamily
Sp34_40001400.t1	IPR040676	Domain of unknown function DUF5641
Sp34_40001400.t1	IPR041588	Integrase zinc-binding domain
Sp34_40001400.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_40001400.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40001500.t1	IPR001584	Integrase, catalytic core
Sp34_40001500.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_40001500.t1	IPR036397	Ribonuclease H superfamily
Sp34_40001600.t1	IPR008042	Retrotransposon, Pao
Sp34_40001600.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_40001600.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40001700.t1	IPR001878	Zinc finger, CCHC-type
Sp34_40001700.t1	IPR008737	Peptidase aspartic, putative
Sp34_40002000.t1	IPR001878	Zinc finger, CCHC-type
Sp34_40002000.t1	IPR008737	Peptidase aspartic, putative
Sp34_40002100.t1	IPR008042	Retrotransposon, Pao
Sp34_40002100.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_40002100.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40002200.t1	IPR001584	Integrase, catalytic core
Sp34_40002200.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_40002200.t1	IPR036397	Ribonuclease H superfamily
Sp34_40002300.t1	IPR001584	Integrase, catalytic core
Sp34_40002300.t1	IPR005312	Protein of unknown function DUF1759
Sp34_40002300.t1	IPR008042	Retrotransposon, Pao
Sp34_40002300.t1	IPR008737	Peptidase aspartic, putative
Sp34_40002300.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_40002300.t1	IPR036397	Ribonuclease H superfamily
Sp34_40002300.t1	IPR040676	Domain of unknown function DUF5641
Sp34_40002300.t1	IPR041588	Integrase zinc-binding domain
Sp34_40002300.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_40002300.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40002400.t1	IPR009878	Phlebovirus glycoprotein G2, fusion domain
Sp34_40002600.t1	IPR004875	DDE superfamily endonuclease domain
Sp34_40002600.t1	IPR007350	Transposase, Tc5, C-terminal
Sp34_40002700.t1	IPR006076	FAD dependent oxidoreductase
Sp34_40002700.t1	IPR023209	D-amino-acid oxidase
Sp34_40002800.t1	IPR001752	Kinesin motor domain
Sp34_40002800.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_40002800.t1	IPR027640	Kinesin-like protein
Sp34_40002800.t1	IPR036961	Kinesin motor domain superfamily
Sp34_40002900.t1	IPR001878	Zinc finger, CCHC-type
Sp34_40002900.t1	IPR021109	Aspartic peptidase domain superfamily
Sp34_40002900.t1	IPR036875	Zinc finger, CCHC-type superfamily
Sp34_40002900.t1	IPR041588	Integrase zinc-binding domain
Sp34_40003000.t1	IPR001752	Kinesin motor domain
Sp34_40003000.t1	IPR019821	Kinesin motor domain, conserved site
Sp34_40003000.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_40003000.t1	IPR036961	Kinesin motor domain superfamily
Sp34_40003000.t1	IPR047149	Kinesin-like protein KIF11-like
Sp34_40003100.t1	IPR001752	Kinesin motor domain
Sp34_40003100.t1	IPR019821	Kinesin motor domain, conserved site
Sp34_40003100.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_40003100.t1	IPR036961	Kinesin motor domain superfamily
Sp34_40003100.t1	IPR047149	Kinesin-like protein KIF11-like
Sp34_40003300.t1	IPR017452	GPCR, rhodopsin-like, 7TM
Sp34_40003300.t1	IPR019427	7TM GPCR, serpentine receptor class w (Srw)
Sp34_40003400.t1	IPR000477	Reverse transcriptase domain
Sp34_40003400.t1	IPR005135	Endonuclease/exonuclease/phosphatase
Sp34_40003400.t1	IPR036691	Endonuclease/exonuclease/phosphatase superfamily
Sp34_40003400.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40003700.t1	IPR012445	Autophagy-related protein 101
Sp34_40003800.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40003800.t1	IPR025898	Tc3 transposase, DNA binding domain
Sp34_40003800.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40003800.t1	IPR036397	Ribonuclease H superfamily
Sp34_40003800.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_40003800.t1	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain
Sp34_40003900.t1	IPR001388	Synaptobrevin-like
Sp34_40003900.t1	IPR016444	Synaptobrevin/Vesicle-associated membrane protein
Sp34_40003900.t1	IPR042855	v-SNARE, coiled-coil homology domain
Sp34_40004000.t1	IPR004087	K Homology domain
Sp34_40004000.t1	IPR004088	K Homology domain, type 1
Sp34_40004000.t1	IPR036612	K Homology domain, type 1 superfamily
Sp34_40004000.t1	IPR045071	KH domain-containing BBP-like
Sp34_40004100.t1	IPR007727	Spo12
Sp34_40004200.t1	IPR001046	NRAMP family
Sp34_40004300.t1	IPR006076	FAD dependent oxidoreductase
Sp34_40004300.t1	IPR006181	D-amino acid oxidase, conserved site
Sp34_40004300.t1	IPR023209	D-amino-acid oxidase
Sp34_40004400.t1	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
Sp34_40004400.t1	IPR036638	Helix-loop-helix DNA-binding domain superfamily
Sp34_40004500.t1	IPR003511	HORMA domain
Sp34_40004500.t1	IPR036570	HORMA domain superfamily
Sp34_40004500.t1	IPR045091	Mad2-like
Sp34_40004600.t1	IPR026193	NADH-ubiquinone oxidoreductase flavoprotein 3
Sp34_40004700.t1	IPR008376	Synembryn
Sp34_40004700.t1	IPR019318	Guanine nucleotide exchange factor, Ric8
Sp34_40004800.t1	IPR008376	Synembryn
Sp34_40004800.t1	IPR019318	Guanine nucleotide exchange factor, Ric8
Sp34_40004900.t1	IPR003438	Glial cell line-derived neurotrophic factor receptor
Sp34_40004900.t1	IPR016017	GDNF/GAS1
Sp34_40004900.t1	IPR037193	GDNF receptor alpha
Sp34_40005200.t1	IPR001012	UBX domain
Sp34_40005200.t1	IPR012989	SEP domain
Sp34_40005200.t1	IPR029071	Ubiquitin-like domain superfamily
Sp34_40005200.t1	IPR036241	NSFL1 cofactor p47, SEP domain superfamily
Sp34_40005300.t1	IPR007763	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
Sp34_40005400.t1	IPR017867	Protein-tyrosine phosphatase, low molecular weight
Sp34_40005400.t1	IPR023485	Phosphotyrosine protein phosphatase I
Sp34_40005400.t1	IPR036196	Phosphotyrosine protein phosphatase I superfamily
Sp34_40005500.t1	IPR002833	Peptidyl-tRNA hydrolase, PTH2
Sp34_40005500.t1	IPR023476	Peptidyl-tRNA hydrolase II domain superfamily
Sp34_40005500.t1	IPR042237	Putative peptidyl-tRNA hydrolase PTRHD1
Sp34_40005600.t1	IPR000608	Ubiquitin-conjugating enzyme E2
Sp34_40005600.t1	IPR016135	Ubiquitin-conjugating enzyme/RWD-like
Sp34_40005600.t1	IPR023313	Ubiquitin-conjugating enzyme, active site
Sp34_40005700.t1	IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site
Sp34_40005700.t1	IPR001650	Helicase, C-terminal
Sp34_40005700.t1	IPR011545	DEAD/DEAH box helicase domain
Sp34_40005700.t1	IPR012541	DBP10, C-terminal
Sp34_40005700.t1	IPR014001	Helicase superfamily 1/2, ATP-binding domain
Sp34_40005700.t1	IPR014014	RNA helicase, DEAD-box type, Q motif
Sp34_40005700.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_40005700.t1	IPR033517	DDX54/DBP10 family, DEAD-box helicase domain
Sp34_40005800.t1	IPR013087	Zinc finger C2H2-type
Sp34_40005800.t1	IPR036236	Zinc finger C2H2 superfamily
Sp34_40005800.t1	IPR036689	ESAT-6-like superfamily
Sp34_40006000.t1	IPR000536	Nuclear hormone receptor, ligand-binding domain
Sp34_40006000.t1	IPR001628	Zinc finger, nuclear hormone receptor-type
Sp34_40006000.t1	IPR013088	Zinc finger, NHR/GATA-type
Sp34_40006000.t1	IPR016355	Nuclear hormone receptor family 5-like
Sp34_40006000.t1	IPR035500	Nuclear hormone receptor-like domain superfamily
Sp34_40006100.t1	IPR003191	Guanylate-binding protein/Atlastin, C-terminal
Sp34_40006100.t1	IPR015894	Guanylate-binding protein, N-terminal
Sp34_40006100.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_40006100.t1	IPR030386	GB1/RHD3-type guanine nucleotide-binding (G) domain
Sp34_40006100.t1	IPR036543	Guanylate-binding protein, C-terminal domain superfamily
Sp34_40006700.t1	IPR002921	Fungal lipase-like domain
Sp34_40006700.t1	IPR029058	Alpha/Beta hydrolase fold
Sp34_40006810.t1	IPR019421	7TM GPCR, serpentine receptor class d (Srd)
Sp34_40006900.t1	IPR036691	Endonuclease/exonuclease/phosphatase superfamily
Sp34_40007100.t1	IPR001680	WD40 repeat
Sp34_40007100.t1	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Sp34_40007100.t1	IPR036322	WD40-repeat-containing domain superfamily
Sp34_40007100.t1	IPR037363	Sec13/Seh1 family
Sp34_40007200.t1	IPR001312	Hexokinase
Sp34_40007200.t1	IPR022672	Hexokinase, N-terminal
Sp34_40007200.t1	IPR022673	Hexokinase, C-terminal
Sp34_40007200.t1	IPR043129	ATPase, nucleotide binding domain
Sp34_40007400.t1	IPR002921	Fungal lipase-like domain
Sp34_40007400.t1	IPR019421	7TM GPCR, serpentine receptor class d (Srd)
Sp34_40007400.t1	IPR029058	Alpha/Beta hydrolase fold
Sp34_40007500.t1	IPR037847	GRAM domain-containing protein 4
Sp34_40007600.t1	IPR002486	Nematode cuticle collagen, N-terminal
Sp34_40007600.t1	IPR008160	Collagen triple helix repeat
Sp34_40007700.t1	IPR002504	NAD kinase
Sp34_40007700.t1	IPR016064	NAD kinase/diacylglycerol kinase-like domain superfamily
